AverageTemperature,date
19.168,1865-09-01
22.323,1865-10-01
26.05,1865-11-01
26.016,1865-12-01
27.927,1866-01-01
26.882,1866-02-01
24.608,1866-03-01
21.801,1866-04-01
18.164,1866-05-01
14.695,1866-06-01
14.269,1866-07-01
15.888,1866-08-01
18.818,1866-09-01
22.008,1866-10-01
24.855,1866-11-01
27.089,1866-12-01
27.794,1867-01-01
26.796,1867-02-01
24.671,1867-03-01
21.942,1867-04-01
17.882,1867-05-01
15.465,1867-06-01
14.507,1867-07-01
15.918,1867-08-01
18.948,1867-09-01
22.857,1867-10-01
25.978,1867-11-01
26.968,1867-12-01
26.477,1868-01-01
26.274,1868-02-01
25.456,1868-03-01
21.557,1868-04-01
18.199,1868-05-01
14.839,1868-06-01
14.159,1868-07-01
15.848,1868-08-01
19.179,1868-09-01
23.226,1868-10-01
25.01,1868-11-01
27.147,1868-12-01
27.608,1869-01-01
27.337,1869-02-01
25.216,1869-03-01
21.618,1869-04-01
17.667,1869-05-01
15.034,1869-06-01
14.163,1869-07-01
16.298,1869-08-01
19.113,1869-09-01
22.134,1869-10-01
25.664,1869-11-01
26.407,1869-12-01
27.433,1870-01-01
27.09,1870-02-01
24.943,1870-03-01
21.743,1870-04-01
17.855,1870-05-01
15.381,1870-06-01
14.266,1870-07-01
15.787,1870-08-01
19.143,1870-09-01
22.409,1870-10-01
24.823,1870-11-01
26.267,1870-12-01
26.881,1871-01-01
26.79,1871-02-01
24.578,1871-03-01
21.917,1871-04-01
18.178,1871-05-01
14.962,1871-06-01
14.263,1871-07-01
16.641,1871-08-01
19.292,1871-09-01
22.141,1871-10-01
24.492,1871-11-01
27.381,1871-12-01
27.72,1872-01-01
27.063,1872-02-01
25.168,1872-03-01
20.925,1872-04-01
17.547,1872-05-01
15.287,1872-06-01
14.061,1872-07-01
14.876,1872-08-01
19.112,1872-09-01
22.052,1872-10-01
25.117,1872-11-01
25.555,1872-12-01
26.802,1873-01-01
26.778,1873-02-01
24.798,1873-03-01
20.816,1873-04-01
17.805,1873-05-01
15.326,1873-06-01
13.445,1873-07-01
16.053,1873-08-01
18.651,1873-09-01
22.695,1873-10-01
23.907,1873-11-01
26.815,1873-12-01
27.402,1874-01-01
26.39,1874-02-01
24.078,1874-03-01
22.25,1874-04-01
17.566,1874-05-01
14.457,1874-06-01
13.343,1874-07-01
15.512,1874-08-01
18.41,1874-09-01
22.652,1874-10-01
24.653,1874-11-01
26.801,1874-12-01
27.287,1875-01-01
26.66,1875-02-01
24.52,1875-03-01
21.553,1875-04-01
17.42,1875-05-01
14.956,1875-06-01
14.116,1875-07-01
15.95,1875-08-01
18.539,1875-09-01
22.38,1875-10-01
24.01,1875-11-01
25.262,1875-12-01
27.083,1876-01-01
26.698,1876-02-01
25.742,1876-03-01
21.148,1876-04-01
17.508,1876-05-01
14.014,1876-06-01
13.37,1876-07-01
15.36,1876-08-01
18.686,1876-09-01
22.164,1876-10-01
24.489,1876-11-01
26.786,1876-12-01
27.454,1877-01-01
27.64,1877-02-01
25.277,1877-03-01
21.848,1877-04-01
17.851,1877-05-01
14.57,1877-06-01
14.494,1877-07-01
16.694,1877-08-01
18.665,1877-09-01
22.474,1877-10-01
25.985,1877-11-01
26.741,1877-12-01
29.028,1878-01-01
27.901,1878-02-01
26.772,1878-03-01
22.729,1878-04-01
18.141,1878-05-01
14.067,1878-06-01
15.663,1878-07-01
16.584,1878-08-01
20.362,1878-09-01
24.088,1878-10-01
25.868,1878-11-01
27.365,1878-12-01
29.128,1879-01-01
27.159,1879-02-01
24.616,1879-03-01
21.126,1879-04-01
16.147,1879-05-01
14.316,1879-06-01
13.696,1879-07-01
15.542,1879-08-01
18.106,1879-09-01
21.575,1879-10-01
25.298,1879-11-01
27.507,1879-12-01
27.747,1880-01-01
27.107,1880-02-01
26.17,1880-03-01
21.635,1880-04-01
18.123,1880-05-01
14.001,1880-06-01
13.229,1880-07-01
17.54,1880-08-01
19.134,1880-09-01
21.851,1880-10-01
26.04,1880-11-01
27.358,1880-12-01
28.166,1881-01-01
27.348,1881-02-01
25.445,1881-03-01
22.531,1881-04-01
19.487,1881-05-01
13.972,1881-06-01
13.629,1881-07-01
16.379,1881-08-01
19.057,1881-09-01
22.458,1881-10-01
25.445,1881-11-01
27.593,1881-12-01
28.466,1882-01-01
27.256,1882-02-01
26.439,1882-03-01
21.779,1882-04-01
17.933,1882-05-01
13.231,1882-06-01
13.444,1882-07-01
16.558,1882-08-01
19.753,1882-09-01
22.632,1882-10-01
25.699,1882-11-01
26.579,1882-12-01
28.022,1883-01-01
26.606,1883-02-01
24.941,1883-03-01
21.4,1883-04-01
17.648,1883-05-01
16.576,1883-06-01
14.28,1883-07-01
16.19,1883-08-01
18.254,1883-09-01
22.079,1883-10-01
24.873,1883-11-01
27.379,1883-12-01
28.08,1884-01-01
28.072,1884-02-01
25.808,1884-03-01
21.462,1884-04-01
16.772,1884-05-01
14.999,1884-06-01
13.102,1884-07-01
17.119,1884-08-01
19.605,1884-09-01
22.364,1884-10-01
25.196,1884-11-01
26.019,1884-12-01
27.38,1885-01-01
26.547,1885-02-01
23.573,1885-03-01
20.517,1885-04-01
18.47,1885-05-01
13.663,1885-06-01
13.554,1885-07-01
16.575,1885-08-01
19.715,1885-09-01
23.662,1885-10-01
25.493,1885-11-01
27.914,1885-12-01
28.105,1886-01-01
27.368,1886-02-01
25.236,1886-03-01
21.438,1886-04-01
17.832,1886-05-01
14.267,1886-06-01
14.237,1886-07-01
16.163,1886-08-01
19.723,1886-09-01
21.372,1886-10-01
25.482,1886-11-01
26.179,1886-12-01
28.352,1887-01-01
26.03,1887-02-01
25.44,1887-03-01
21.38,1887-04-01
17.111,1887-05-01
13.976,1887-06-01
13.676,1887-07-01
15.702,1887-08-01
18.795,1887-09-01
22.143,1887-10-01
24.934,1887-11-01
26.321,1887-12-01
28.308,1888-01-01
27.068,1888-02-01
24.775,1888-03-01
22.409,1888-04-01
17.785,1888-05-01
15.394,1888-06-01
13.613,1888-07-01
16.014,1888-08-01
19.336,1888-09-01
22.841,1888-10-01
27.243,1888-11-01
28.673,1888-12-01
27.912,1889-01-01
28.202,1889-02-01
26.718,1889-03-01
22.37,1889-04-01
18.463,1889-05-01
15.372,1889-06-01
13.724,1889-07-01
15.877,1889-08-01
19.911,1889-09-01
23.584,1889-10-01
26.257,1889-11-01
27.699,1889-12-01
27.776,1890-01-01
26.809,1890-02-01
25.608,1890-03-01
21.521,1890-04-01
17.911,1890-05-01
15.374,1890-06-01
13.224,1890-07-01
15.848,1890-08-01
19.648,1890-09-01
22.788,1890-10-01
24.747,1890-11-01
26.505,1890-12-01
26.32,1891-01-01
26.271,1891-02-01
25.225,1891-03-01
20.581,1891-04-01
18.148,1891-05-01
13.872,1891-06-01
12.529,1891-07-01
14.409,1891-08-01
18.099,1891-09-01
22.295,1891-10-01
25.177,1891-11-01
27.082,1891-12-01
27.661,1892-01-01
27.769,1892-02-01
25.855,1892-03-01
20.488,1892-04-01
17.138,1892-05-01
14.606,1892-06-01
14.022,1892-07-01
17.146,1892-08-01
18.97,1892-09-01
22.542,1892-10-01
25.575,1892-11-01
26.729,1892-12-01
27.262,1893-01-01
27.143,1893-02-01
25.452,1893-03-01
21.571,1893-04-01
18.075,1893-05-01
14.184,1893-06-01
14.503,1893-07-01
16.285,1893-08-01
19.376,1893-09-01
23.621,1893-10-01
25.367,1893-11-01
26.918,1893-12-01
27.256,1894-01-01
25.789,1894-02-01
25.392,1894-03-01
21.038,1894-04-01
16.168,1894-05-01
14.273,1894-06-01
13.03,1894-07-01
15.347,1894-08-01
17.888,1894-09-01
22.287,1894-10-01
25.799,1894-11-01
26.742,1894-12-01
26.235,1895-01-01
26.005,1895-02-01
25.12,1895-03-01
21.317,1895-04-01
17.338,1895-05-01
14.732,1895-06-01
12.868,1895-07-01
16.066,1895-08-01
18.797,1895-09-01
23.344,1895-10-01
25.341,1895-11-01
27.634,1895-12-01
28.665,1896-01-01
27.105,1896-02-01
25.563,1896-03-01
21.606,1896-04-01
17.054,1896-05-01
13.616,1896-06-01
12.761,1896-07-01
14.706,1896-08-01
18.29,1896-09-01
23.772,1896-10-01
25.549,1896-11-01
28.071,1896-12-01
27.654,1897-01-01
27.157,1897-02-01
24.773,1897-03-01
22.315,1897-04-01
17.198,1897-05-01
16.031,1897-06-01
14.904,1897-07-01
15.689,1897-08-01
19.406,1897-09-01
22.701,1897-10-01
26.63,1897-11-01
27.352,1897-12-01
28.246,1898-01-01
26.926,1898-02-01
25.318,1898-03-01
21.036,1898-04-01
16.057,1898-05-01
14.867,1898-06-01
13.827,1898-07-01
16.651,1898-08-01
20.071,1898-09-01
22.699,1898-10-01
25.726,1898-11-01
27.427,1898-12-01
26.149,1899-01-01
27.616,1899-02-01
25.103,1899-03-01
21.805,1899-04-01
16.613,1899-05-01
14.306,1899-06-01
12.566,1899-07-01
15.083,1899-08-01
19.781,1899-09-01
21.742,1899-10-01
25.626,1899-11-01
27.853,1899-12-01
27.514,1900-01-01
29.122,1900-02-01
25.277,1900-03-01
21.253,1900-04-01
17.181,1900-05-01
15.472,1900-06-01
12.986,1900-07-01
16.034,1900-08-01
18.532,1900-09-01
23.156,1900-10-01
26.644,1900-11-01
28.028,1900-12-01
28.035,1901-01-01
27.324,1901-02-01
24.906,1901-03-01
21.272,1901-04-01
18.083,1901-05-01
14.034,1901-06-01
12.839,1901-07-01
15.286,1901-08-01
19.972,1901-09-01
21.998,1901-10-01
26.815,1901-11-01
28.427,1901-12-01
28.013,1902-01-01
27.423,1902-02-01
25.583,1902-03-01
21.946,1902-04-01
17.756,1902-05-01
14.725,1902-06-01
14.007,1902-07-01
15.528,1902-08-01
19.222,1902-09-01
22.663,1902-10-01
25.766,1902-11-01
26.543,1902-12-01
27.818,1903-01-01
27.263,1903-02-01
25.764,1903-03-01
21.655,1903-04-01
17.297,1903-05-01
14.249,1903-06-01
13.343,1903-07-01
15.902,1903-08-01
18.808,1903-09-01
21.893,1903-10-01
24.693,1903-11-01
25.436,1903-12-01
26.317,1904-01-01
25.98,1904-02-01
24.221,1904-03-01
21.443,1904-04-01
17.601,1904-05-01
13.744,1904-06-01
13.7,1904-07-01
15.41,1904-08-01
18.602,1904-09-01
21.682,1904-10-01
25.423,1904-11-01
27.527,1904-12-01
28.012,1905-01-01
26.565,1905-02-01
25.594,1905-03-01
22.109,1905-04-01
18.376,1905-05-01
14.419,1905-06-01
13.531,1905-07-01
15.026,1905-08-01
17.314,1905-09-01
20.333,1905-10-01
25.072,1905-11-01
27.779,1905-12-01
29.239,1906-01-01
28.569,1906-02-01
24.38,1906-03-01
22.853,1906-04-01
18.732,1906-05-01
16.324,1906-06-01
14.991,1906-07-01
15.932,1906-08-01
18.772,1906-09-01
22.357,1906-10-01
24.128,1906-11-01
26.343,1906-12-01
26.972,1907-01-01
26.928,1907-02-01
24.364,1907-03-01
21.101,1907-04-01
17.856,1907-05-01
14.829,1907-06-01
14.267,1907-07-01
16.134,1907-08-01
19.298,1907-09-01
22.946,1907-10-01
24.522,1907-11-01
26.317,1907-12-01
28.217,1908-01-01
26.669,1908-02-01
24.162,1908-03-01
21.574,1908-04-01
17.363,1908-05-01
12.711,1908-06-01
13.216,1908-07-01
14.946,1908-08-01
17.585,1908-09-01
21.147,1908-10-01
25.61,1908-11-01
27.174,1908-12-01
26.673,1909-01-01
26.47,1909-02-01
25.219,1909-03-01
20.593,1909-04-01
17.28,1909-05-01
15.105,1909-06-01
13.078,1909-07-01
15.983,1909-08-01
18.787,1909-09-01
22.837,1909-10-01
24.823,1909-11-01
25.785,1909-12-01
27.827,1910-01-01
27.435,1910-02-01
24.41,1910-03-01
22.126,1910-04-01
18.683,1910-05-01
15.229,1910-06-01
14.521,1910-07-01
16.735,1910-08-01
20.297,1910-09-01
21.148,1910-10-01
24.435,1910-11-01
25.983,1910-12-01
27.381,1911-01-01
26.389,1911-02-01
25.0,1911-03-01
21.297,1911-04-01
17.547,1911-05-01
13.631,1911-06-01
14.24,1911-07-01
16.044,1911-08-01
19.073,1911-09-01
22.457,1911-10-01
26.181,1911-11-01
26.935,1911-12-01
28.455,1912-01-01
28.371,1912-02-01
26.116,1912-03-01
21.47,1912-04-01
18.093,1912-05-01
14.547,1912-06-01
14.136,1912-07-01
16.36,1912-08-01
19.556,1912-09-01
22.744,1912-10-01
24.793,1912-11-01
27.273,1912-12-01
27.322,1913-01-01
26.922,1913-02-01
24.292,1913-03-01
22.062,1913-04-01
15.813,1913-05-01
13.424,1913-06-01
14.312,1913-07-01
15.848,1913-08-01
18.458,1913-09-01
22.686,1913-10-01
25.519,1913-11-01
27.596,1913-12-01
27.747,1914-01-01
28.122,1914-02-01
26.315,1914-03-01
22.763,1914-04-01
18.4,1914-05-01
15.023,1914-06-01
13.575,1914-07-01
17.087,1914-08-01
19.598,1914-09-01
23.229,1914-10-01
26.554,1914-11-01
27.823,1914-12-01
27.151,1915-01-01
28.602,1915-02-01
26.154,1915-03-01
22.546,1915-04-01
17.445,1915-05-01
16.145,1915-06-01
15.696,1915-07-01
15.933,1915-08-01
20.306,1915-09-01
22.447,1915-10-01
26.091,1915-11-01
27.222,1915-12-01
28.047,1916-01-01
27.703,1916-02-01
25.864,1916-03-01
20.887,1916-04-01
18.89,1916-05-01
15.85,1916-06-01
13.894,1916-07-01
16.438,1916-08-01
19.787,1916-09-01
21.606,1916-10-01
23.192,1916-11-01
25.895,1916-12-01
26.811,1917-01-01
24.861,1917-02-01
24.514,1917-03-01
20.711,1917-04-01
16.017,1917-05-01
13.872,1917-06-01
15.157,1917-07-01
15.455,1917-08-01
19.235,1917-09-01
21.96,1917-10-01
24.045,1917-11-01
26.62,1917-12-01
26.928,1918-01-01
26.081,1918-02-01
24.071,1918-03-01
21.414,1918-04-01
17.944,1918-05-01
15.487,1918-06-01
13.05,1918-07-01
16.094,1918-08-01
19.424,1918-09-01
22.616,1918-10-01
25.763,1918-11-01
27.56,1918-12-01
27.973,1919-01-01
27.113,1919-02-01
25.397,1919-03-01
22.795,1919-04-01
17.979,1919-05-01
15.659,1919-06-01
14.05,1919-07-01
15.903,1919-08-01
18.977,1919-09-01
22.317,1919-10-01
25.891,1919-11-01
27.889,1919-12-01
27.064,1920-01-01
27.169,1920-02-01
24.703,1920-03-01
21.066,1920-04-01
17.416,1920-05-01
15.387,1920-06-01
14.159,1920-07-01
15.936,1920-08-01
19.247,1920-09-01
22.45,1920-10-01
25.2,1920-11-01
26.096,1920-12-01
27.326,1921-01-01
27.302,1921-02-01
24.638,1921-03-01
21.427,1921-04-01
19.542,1921-05-01
16.189,1921-06-01
15.034,1921-07-01
15.03,1921-08-01
19.36,1921-09-01
21.628,1921-10-01
25.865,1921-11-01
26.82,1921-12-01
27.436,1922-01-01
27.588,1922-02-01
25.352,1922-03-01
23.065,1922-04-01
17.493,1922-05-01
14.676,1922-06-01
12.681,1922-07-01
15.019,1922-08-01
19.151,1922-09-01
22.631,1922-10-01
25.867,1922-11-01
26.438,1922-12-01
27.626,1923-01-01
28.677,1923-02-01
26.329,1923-03-01
22.606,1923-04-01
18.74,1923-05-01
14.566,1923-06-01
13.449,1923-07-01
14.77,1923-08-01
18.259,1923-09-01
21.722,1923-10-01
24.708,1923-11-01
26.99,1923-12-01
26.864,1924-01-01
26.458,1924-02-01
24.881,1924-03-01
20.101,1924-04-01
18.185,1924-05-01
14.529,1924-06-01
14.966,1924-07-01
16.032,1924-08-01
19.793,1924-09-01
21.892,1924-10-01
24.754,1924-11-01
26.096,1924-12-01
26.172,1925-01-01
26.852,1925-02-01
25.059,1925-03-01
21.684,1925-04-01
17.781,1925-05-01
14.73,1925-06-01
12.982,1925-07-01
14.897,1925-08-01
17.439,1925-09-01
21.896,1925-10-01
25.774,1925-11-01
27.908,1925-12-01
27.408,1926-01-01
28.861,1926-02-01
25.681,1926-03-01
22.325,1926-04-01
16.511,1926-05-01
14.384,1926-06-01
14.825,1926-07-01
16.145,1926-08-01
19.371,1926-09-01
22.962,1926-10-01
25.783,1926-11-01
26.175,1926-12-01
27.565,1927-01-01
26.498,1927-02-01
25.508,1927-03-01
20.908,1927-04-01
16.91,1927-05-01
15.317,1927-06-01
13.694,1927-07-01
15.839,1927-08-01
19.359,1927-09-01
22.814,1927-10-01
25.838,1927-11-01
26.524,1927-12-01
27.313,1928-01-01
27.169,1928-02-01
25.989,1928-03-01
23.187,1928-04-01
17.306,1928-05-01
14.209,1928-06-01
14.241,1928-07-01
17.412,1928-08-01
20.784,1928-09-01
22.928,1928-10-01
26.078,1928-11-01
27.613,1928-12-01
27.792,1929-01-01
28.108,1929-02-01
24.617,1929-03-01
20.481,1929-04-01
17.109,1929-05-01
14.049,1929-06-01
12.571,1929-07-01
16.063,1929-08-01
18.237,1929-09-01
22.357,1929-10-01
25.672,1929-11-01
26.159,1929-12-01
27.504,1930-01-01
27.682,1930-02-01
25.493,1930-03-01
21.553,1930-04-01
17.919,1930-05-01
15.099,1930-06-01
15.124,1930-07-01
16.037,1930-08-01
19.175,1930-09-01
22.326,1930-10-01
25.485,1930-11-01
26.293,1930-12-01
27.139,1931-01-01
27.158,1931-02-01
25.189,1931-03-01
21.087,1931-04-01
17.859,1931-05-01
15.152,1931-06-01
14.178,1931-07-01
15.8,1931-08-01
19.282,1931-09-01
21.156,1931-10-01
23.864,1931-11-01
27.005,1931-12-01
29.475,1932-01-01
27.027,1932-02-01
25.556,1932-03-01
21.144,1932-04-01
18.249,1932-05-01
14.217,1932-06-01
13.566,1932-07-01
15.635,1932-08-01
18.656,1932-09-01
21.856,1932-10-01
25.328,1932-11-01
26.807,1932-12-01
27.714,1933-01-01
27.618,1933-02-01
26.231,1933-03-01
21.753,1933-04-01
18.019,1933-05-01
15.17,1933-06-01
13.784,1933-07-01
14.88,1933-08-01
18.834,1933-09-01
22.402,1933-10-01
24.268,1933-11-01
25.965,1933-12-01
28.07,1934-01-01
27.493,1934-02-01
25.958,1934-03-01
21.313,1934-04-01
18.548,1934-05-01
14.717,1934-06-01
14.103,1934-07-01
15.582,1934-08-01
19.422,1934-09-01
21.766,1934-10-01
24.4,1934-11-01
26.713,1934-12-01
27.588,1935-01-01
27.42,1935-02-01
25.348,1935-03-01
20.854,1935-04-01
17.1,1935-05-01
13.878,1935-06-01
13.944,1935-07-01
16.257,1935-08-01
19.01,1935-09-01
22.468,1935-10-01
25.814,1935-11-01
27.088,1935-12-01
28.209,1936-01-01
27.596,1936-02-01
25.273,1936-03-01
20.912,1936-04-01
17.76,1936-05-01
13.93,1936-06-01
14.787,1936-07-01
17.59,1936-08-01
19.125,1936-09-01
22.808,1936-10-01
25.574,1936-11-01
27.032,1936-12-01
26.739,1937-01-01
27.34,1937-02-01
25.463,1937-03-01
20.855,1937-04-01
18.278,1937-05-01
14.207,1937-06-01
13.446,1937-07-01
15.981,1937-08-01
19.178,1937-09-01
23.311,1937-10-01
26.154,1937-11-01
27.376,1937-12-01
27.518,1938-01-01
26.61,1938-02-01
26.506,1938-03-01
22.62,1938-04-01
19.246,1938-05-01
15.19,1938-06-01
14.045,1938-07-01
15.612,1938-08-01
19.56,1938-09-01
23.356,1938-10-01
26.486,1938-11-01
28.316,1938-12-01
28.755,1939-01-01
27.335,1939-02-01
25.241,1939-03-01
21.885,1939-04-01
18.868,1939-05-01
14.791,1939-06-01
13.256,1939-07-01
14.928,1939-08-01
18.326,1939-09-01
21.54,1939-10-01
24.385,1939-11-01
26.77,1939-12-01
27.754,1940-01-01
26.682,1940-02-01
26.315,1940-03-01
21.028,1940-04-01
16.755,1940-05-01
15.349,1940-06-01
14.071,1940-07-01
16.322,1940-08-01
19.541,1940-09-01
23.716,1940-10-01
24.928,1940-11-01
27.718,1940-12-01
26.075,1941-01-01
27.021,1941-02-01
24.38,1941-03-01
22.292,1941-04-01
17.868,1941-05-01
14.636,1941-06-01
14.439,1941-07-01
15.377,1941-08-01
19.302,1941-09-01
21.832,1941-10-01
25.766,1941-11-01
27.366,1941-12-01
27.878,1942-01-01
26.427,1942-02-01
25.968,1942-03-01
22.099,1942-04-01
19.24,1942-05-01
15.903,1942-06-01
14.51,1942-07-01
17.091,1942-08-01
19.986,1942-09-01
22.169,1942-10-01
25.174,1942-11-01
26.672,1942-12-01
27.721,1943-01-01
26.838,1943-02-01
26.499,1943-03-01
21.706,1943-04-01
17.064,1943-05-01
13.757,1943-06-01
13.874,1943-07-01
15.228,1943-08-01
19.126,1943-09-01
22.568,1943-10-01
24.447,1943-11-01
26.978,1943-12-01
28.446,1944-01-01
26.54,1944-02-01
25.285,1944-03-01
20.849,1944-04-01
16.473,1944-05-01
14.504,1944-06-01
14.054,1944-07-01
16.096,1944-08-01
20.387,1944-09-01
22.587,1944-10-01
26.456,1944-11-01
26.685,1944-12-01
27.349,1945-01-01
26.812,1945-02-01
25.127,1945-03-01
22.087,1945-04-01
17.92,1945-05-01
16.287,1945-06-01
13.692,1945-07-01
17.367,1945-08-01
19.12,1945-09-01
21.438,1945-10-01
24.927,1945-11-01
27.123,1945-12-01
27.824,1946-01-01
26.231,1946-02-01
24.167,1946-03-01
20.182,1946-04-01
18.62,1946-05-01
13.549,1946-06-01
14.756,1946-07-01
16.153,1946-08-01
19.123,1946-09-01
21.685,1946-10-01
25.428,1946-11-01
27.177,1946-12-01
28.943,1947-01-01
27.588,1947-02-01
25.394,1947-03-01
20.994,1947-04-01
18.471,1947-05-01
15.805,1947-06-01
14.794,1947-07-01
16.113,1947-08-01
18.682,1947-09-01
21.536,1947-10-01
24.481,1947-11-01
26.282,1947-12-01
27.03,1948-01-01
27.69,1948-02-01
24.745,1948-03-01
21.14,1948-04-01
17.466,1948-05-01
14.561,1948-06-01
14.261,1948-07-01
16.454,1948-08-01
19.195,1948-09-01
22.711,1948-10-01
25.215,1948-11-01
27.046,1948-12-01
27.24,1949-01-01
25.701,1949-02-01
24.682,1949-03-01
20.529,1949-04-01
17.096,1949-05-01
13.223,1949-06-01
14.369,1949-07-01
16.263,1949-08-01
18.705,1949-09-01
22.364,1949-10-01
24.467,1949-11-01
27.18,1949-12-01
27.581,1950-01-01
26.659,1950-02-01
24.971,1950-03-01
21.482,1950-04-01
18.742,1950-05-01
14.243,1950-06-01
14.198,1950-07-01
15.773,1950-08-01
19.672,1950-09-01
21.424,1950-10-01
24.623,1950-11-01
26.507,1950-12-01
27.381,1951-01-01
27.313,1951-02-01
26.66,1951-03-01
21.055,1951-04-01
17.034,1951-05-01
15.468,1951-06-01
13.929,1951-07-01
14.704,1951-08-01
19.757,1951-09-01
22.255,1951-10-01
25.901,1951-11-01
27.227,1951-12-01
28.447,1952-01-01
27.353,1952-02-01
25.747,1952-03-01
21.449,1952-04-01
17.809,1952-05-01
14.902,1952-06-01
13.888,1952-07-01
15.471,1952-08-01
19.417,1952-09-01
22.02,1952-10-01
24.494,1952-11-01
26.847,1952-12-01
26.911,1953-01-01
25.78,1953-02-01
26.553,1953-03-01
23.037,1953-04-01
17.356,1953-05-01
15.136,1953-06-01
14.304,1953-07-01
14.751,1953-08-01
18.821,1953-09-01
22.582,1953-10-01
24.999,1953-11-01
27.465,1953-12-01
27.54,1954-01-01
26.423,1954-02-01
25.985,1954-03-01
22.038,1954-04-01
17.753,1954-05-01
14.335,1954-06-01
14.646,1954-07-01
16.265,1954-08-01
19.156,1954-09-01
22.437,1954-10-01
25.088,1954-11-01
27.038,1954-12-01
27.741,1955-01-01
27.88,1955-02-01
25.325,1955-03-01
21.659,1955-04-01
17.071,1955-05-01
15.426,1955-06-01
13.916,1955-07-01
16.984,1955-08-01
19.99,1955-09-01
22.349,1955-10-01
24.103,1955-11-01
26.313,1955-12-01
27.388,1956-01-01
27.744,1956-02-01
25.175,1956-03-01
21.561,1956-04-01
17.444,1956-05-01
13.888,1956-06-01
14.282,1956-07-01
14.653,1956-08-01
17.842,1956-09-01
21.283,1956-10-01
24.272,1956-11-01
26.54,1956-12-01
27.974,1957-01-01
27.067,1957-02-01
25.04,1957-03-01
22.909,1957-04-01
17.917,1957-05-01
17.116,1957-06-01
12.82,1957-07-01
15.959,1957-08-01
18.981,1957-09-01
23.274,1957-10-01
26.178,1957-11-01
27.597,1957-12-01
27.821,1958-01-01
27.885,1958-02-01
26.044,1958-03-01
23.127,1958-04-01
