AverageTemperature,date
20.188,1874-09-01
13.962,1874-10-01
7.182,1874-11-01
2.948,1874-12-01
0.178,1875-01-01
0.195,1875-02-01
5.508,1875-03-01
8.922,1875-04-01
14.241,1875-05-01
18.394,1875-06-01
23.183,1875-07-01
23.698,1875-08-01
20.608,1875-09-01
14.12,1875-10-01
7.83,1875-11-01
3.362,1875-12-01
-0.474,1876-01-01
1.54,1876-02-01
5.267,1876-03-01
9.813,1876-04-01
14.986,1876-05-01
17.124,1876-06-01
23.902,1876-07-01
25.616,1876-08-01
21.029,1876-09-01
14.5,1876-10-01
7.501,1876-11-01
2.623,1876-12-01
1.688,1877-01-01
1.02,1877-02-01
4.692,1877-03-01
10.384,1877-04-01
13.851,1877-05-01
19.871,1877-06-01
24.127,1877-07-01
24.64,1877-08-01
20.626,1877-09-01
14.515,1877-10-01
7.83,1877-11-01
3.513,1877-12-01
-0.703,1878-01-01
0.53,1878-02-01
4.896,1878-03-01
9.338,1878-04-01
14.818,1878-05-01
18.242,1878-06-01
23.524,1878-07-01
23.634,1878-08-01
21.486,1878-09-01
14.549,1878-10-01
7.651,1878-11-01
1.988,1878-12-01
0.488,1879-01-01
2.264,1879-02-01
4.706,1879-03-01
8.741,1879-04-01
14.851,1879-05-01
18.931,1879-06-01
23.753,1879-07-01
25.076,1879-08-01
19.761,1879-09-01
13.206,1879-10-01
7.768,1879-11-01
5.394,1879-12-01
-0.355,1880-01-01
2.438,1880-02-01
5.489,1880-03-01
9.235,1880-04-01
14.845,1880-05-01
17.633,1880-06-01
22.729,1880-07-01
24.311,1880-08-01
20.704,1880-09-01
14.649,1880-10-01
8.465,1880-11-01
2.184,1880-12-01
-0.189,1881-01-01
0.697,1881-02-01
2.498,1881-03-01
8.65,1881-04-01
14.71,1881-05-01
19.162,1881-06-01
22.226,1881-07-01
24.742,1881-08-01
21.319,1881-09-01
13.831,1881-10-01
9.167,1881-11-01
2.212,1881-12-01
2.316,1882-01-01
2.273,1882-02-01
3.94,1882-03-01
10.212,1882-04-01
13.869,1882-05-01
17.996,1882-06-01
22.424,1882-07-01
23.928,1882-08-01
20.119,1882-09-01
14.513,1882-10-01
7.489,1882-11-01
1.804,1882-12-01
0.265,1883-01-01
0.028,1883-02-01
2.895,1883-03-01
8.923,1883-04-01
13.279,1883-05-01
18.173,1883-06-01
23.249,1883-07-01
24.17,1883-08-01
20.305,1883-09-01
15.319,1883-10-01
7.976,1883-11-01
2.317,1883-12-01
0.04,1884-01-01
-0.323,1884-02-01
3.048,1884-03-01
8.409,1884-04-01
13.495,1884-05-01
17.467,1884-06-01
21.996,1884-07-01
22.429,1884-08-01
20.278,1884-09-01
12.947,1884-10-01
5.845,1884-11-01
0.793,1884-12-01
-1.496,1885-01-01
-0.67,1885-02-01
2.181,1885-03-01
8.724,1885-04-01
13.217,1885-05-01
18.08,1885-06-01
20.968,1885-07-01
23.944,1885-08-01
20.407,1885-09-01
14.519,1885-10-01
8.484,1885-11-01
3.752,1885-12-01
-0.225,1886-01-01
-0.611,1886-02-01
4.562,1886-03-01
10.09,1886-04-01
14.321,1886-05-01
18.738,1886-06-01
23.342,1886-07-01
25.136,1886-08-01
21.418,1886-09-01
15.147,1886-10-01
8.593,1886-11-01
2.553,1886-12-01
0.437,1887-01-01
1.169,1887-02-01
4.022,1887-03-01
9.583,1887-04-01
12.92,1887-05-01
17.603,1887-06-01
22.349,1887-07-01
24.406,1887-08-01
19.602,1887-09-01
15.222,1887-10-01
9.295,1887-11-01
3.526,1887-12-01
0.563,1888-01-01
-0.697,1888-02-01
4.682,1888-03-01
9.976,1888-04-01
14.29,1888-05-01
16.51,1888-06-01
23.103,1888-07-01
24.168,1888-08-01
19.338,1888-09-01
13.768,1888-10-01
10.052,1888-11-01
3.72,1888-12-01
-0.971,1889-01-01
0.355,1889-02-01
4.097,1889-03-01
9.295,1889-04-01
13.139,1889-05-01
18.377,1889-06-01
22.061,1889-07-01
24.105,1889-08-01
18.88,1889-09-01
13.012,1889-10-01
7.476,1889-11-01
2.966,1889-12-01
0.322,1890-01-01
3.216,1890-02-01
6.038,1890-03-01
11.367,1890-04-01
14.693,1890-05-01
18.969,1890-06-01
22.287,1890-07-01
24.612,1890-08-01
22.32,1890-09-01
14.24,1890-10-01
9.342,1890-11-01
6.701,1890-12-01
-0.71,1891-01-01
0.818,1891-02-01
5.888,1891-03-01
9.378,1891-04-01
15.18,1891-05-01
17.969,1891-06-01
22.313,1891-07-01
23.143,1891-08-01
21.6,1891-09-01
14.298,1891-10-01
8.463,1891-11-01
3.562,1891-12-01
0.109,1892-01-01
0.802,1892-02-01
2.357,1892-03-01
9.852,1892-04-01
14.164,1892-05-01
18.822,1892-06-01
24.197,1892-07-01
24.224,1892-08-01
21.43,1892-09-01
14.137,1892-10-01
7.664,1892-11-01
0.678,1892-12-01
-0.44,1893-01-01
-1.198,1893-02-01
3.447,1893-03-01
9.391,1893-04-01
13.031,1893-05-01
17.83,1893-06-01
22.781,1893-07-01
24.252,1893-08-01
20.643,1893-09-01
14.309,1893-10-01
8.097,1893-11-01
2.349,1893-12-01
0.292,1894-01-01
1.085,1894-02-01
5.225,1894-03-01
10.804,1894-04-01
13.77,1894-05-01
21.145,1894-06-01
24.478,1894-07-01
24.889,1894-08-01
20.578,1894-09-01
13.868,1894-10-01
9.822,1894-11-01
3.423,1894-12-01
-0.881,1895-01-01
0.719,1895-02-01
3.887,1895-03-01
10.014,1895-04-01
14.806,1895-05-01
17.95,1895-06-01
20.801,1895-07-01
24.211,1895-08-01
20.928,1895-09-01
14.795,1895-10-01
8.261,1895-11-01
3.388,1895-12-01
0.579,1896-01-01
0.602,1896-02-01
2.797,1896-03-01
10.866,1896-04-01
14.585,1896-05-01
19.563,1896-06-01
21.869,1896-07-01
24.166,1896-08-01
19.92,1896-09-01
13.879,1896-10-01
8.861,1896-11-01
2.49,1896-12-01
1.102,1897-01-01
0.625,1897-02-01
3.734,1897-03-01
8.409,1897-04-01
14.202,1897-05-01
17.036,1897-06-01
21.809,1897-07-01
24.207,1897-08-01
19.828,1897-09-01
13.332,1897-10-01
9.108,1897-11-01
1.2,1897-12-01
1.794,1898-01-01
1.655,1898-02-01
2.453,1898-03-01
8.87,1898-04-01
14.084,1898-05-01
17.899,1898-06-01
23.513,1898-07-01
24.591,1898-08-01
19.908,1898-09-01
14.228,1898-10-01
9.5,1898-11-01
4.313,1898-12-01
0.922,1899-01-01
1.797,1899-02-01
5.155,1899-03-01
10.156,1899-04-01
15.609,1899-05-01
19.537,1899-06-01
22.487,1899-07-01
23.537,1899-08-01
18.969,1899-09-01
12.727,1899-10-01
7.379,1899-11-01
3.661,1899-12-01
-0.964,1900-01-01
-0.103,1900-02-01
3.373,1900-03-01
9.507,1900-04-01
14.89,1900-05-01
17.685,1900-06-01
21.108,1900-07-01
24.704,1900-08-01
20.881,1900-09-01
14.451,1900-10-01
9.205,1900-11-01
2.947,1900-12-01
1.897,1901-01-01
0.414,1901-02-01
4.041,1901-03-01
10.688,1901-04-01
14.111,1901-05-01
18.088,1901-06-01
21.078,1901-07-01
24.041,1901-08-01
20.261,1901-09-01
15.029,1901-10-01
8.336,1901-11-01
2.178,1901-12-01
-0.366,1902-01-01
0.375,1902-02-01
5.531,1902-03-01
8.652,1902-04-01
13.862,1902-05-01
17.449,1902-06-01
20.36,1902-07-01
21.942,1902-08-01
20.624,1902-09-01
14.382,1902-10-01
9.909,1902-11-01
5.565,1902-12-01
2.74,1903-01-01
1.745,1903-02-01
6.099,1903-03-01
10.992,1903-04-01
13.492,1903-05-01
17.582,1903-06-01
21.118,1903-07-01
23.69,1903-08-01
21.37,1903-09-01
13.849,1903-10-01
7.742,1903-11-01
1.701,1903-12-01
-0.797,1904-01-01
1.928,1904-02-01
4.172,1904-03-01
10.67,1904-04-01
13.999,1904-05-01
19.487,1904-06-01
23.171,1904-07-01
24.31,1904-08-01
19.453,1904-09-01
14.092,1904-10-01
7.116,1904-11-01
3.641,1904-12-01
2.677,1905-01-01
-0.369,1905-02-01
3.759,1905-03-01
8.152,1905-04-01
14.415,1905-05-01
18.543,1905-06-01
22.445,1905-07-01
21.459,1905-08-01
20.186,1905-09-01
14.57,1905-10-01
8.551,1905-11-01
4.781,1905-12-01
-0.399,1906-01-01
0.079,1906-02-01
4.261,1906-03-01
9.573,1906-04-01
14.277,1906-05-01
17.107,1906-06-01
22.451,1906-07-01
23.343,1906-08-01
19.063,1906-09-01
13.901,1906-10-01
7.063,1906-11-01
3.488,1906-12-01
1.377,1907-01-01
-0.127,1907-02-01
3.641,1907-03-01
9.696,1907-04-01
14.309,1907-05-01
17.338,1907-06-01
21.492,1907-07-01
24.743,1907-08-01
19.88,1907-09-01
13.705,1907-10-01
8.983,1907-11-01
1.801,1907-12-01
0.074,1908-01-01
0.174,1908-02-01
3.585,1908-03-01
9.748,1908-04-01
13.601,1908-05-01
18.066,1908-06-01
20.909,1908-07-01
24.262,1908-08-01
18.757,1908-09-01
14.107,1908-10-01
6.867,1908-11-01
3.002,1908-12-01
-0.42,1909-01-01
-0.189,1909-02-01
3.037,1909-03-01
10.468,1909-04-01
14.137,1909-05-01
18.448,1909-06-01
22.636,1909-07-01
24.012,1909-08-01
20.599,1909-09-01
13.057,1909-10-01
8.584,1909-11-01
2.296,1909-12-01
2.051,1910-01-01
-0.026,1910-02-01
3.182,1910-03-01
9.363,1910-04-01
14.314,1910-05-01
18.743,1910-06-01
22.086,1910-07-01
23.073,1910-08-01
19.465,1910-09-01
14.523,1910-10-01
8.425,1910-11-01
1.348,1910-12-01
0.073,1911-01-01
1.613,1911-02-01
5.119,1911-03-01
9.805,1911-04-01
14.33,1911-05-01
18.71,1911-06-01
22.401,1911-07-01
23.457,1911-08-01
21.183,1911-09-01
14.004,1911-10-01
10.178,1911-11-01
2.888,1911-12-01
0.516,1912-01-01
3.205,1912-02-01
4.887,1912-03-01
9.728,1912-04-01
13.797,1912-05-01
18.098,1912-06-01
21.739,1912-07-01
23.87,1912-08-01
18.816,1912-09-01
13.562,1912-10-01
6.919,1912-11-01
2.302,1912-12-01
-0.604,1913-01-01
0.881,1913-02-01
3.044,1913-03-01
10.854,1913-04-01
13.492,1913-05-01
17.575,1913-06-01
21.084,1913-07-01
22.361,1913-08-01
18.375,1913-09-01
13.849,1913-10-01
8.048,1913-11-01
2.883,1913-12-01
1.993,1914-01-01
1.688,1914-02-01
6.417,1914-03-01
8.829,1914-04-01
15.355,1914-05-01
18.899,1914-06-01
23.52,1914-07-01
24.32,1914-08-01
21.091,1914-09-01
14.093,1914-10-01
10.253,1914-11-01
3.388,1914-12-01
0.373,1915-01-01
1.537,1915-02-01
3.412,1915-03-01
9.124,1915-04-01
13.085,1915-05-01
19.584,1915-06-01
22.42,1915-07-01
24.149,1915-08-01
21.266,1915-09-01
15.951,1915-10-01
9.607,1915-11-01
4.225,1915-12-01
2.651,1916-01-01
1.956,1916-02-01
2.862,1916-03-01
9.587,1916-04-01
14.382,1916-05-01
20.724,1916-06-01
23.008,1916-07-01
24.785,1916-08-01
21.601,1916-09-01
14.816,1916-10-01
10.013,1916-11-01
4.159,1916-12-01
-0.298,1917-01-01
0.722,1917-02-01
3.529,1917-03-01
9.475,1917-04-01
13.189,1917-05-01
17.976,1917-06-01
23.55,1917-07-01
23.577,1917-08-01
20.943,1917-09-01
15.139,1917-10-01
6.789,1917-11-01
2.364,1917-12-01
-0.682,1918-01-01
0.905,1918-02-01
4.335,1918-03-01
9.415,1918-04-01
14.029,1918-05-01
18.351,1918-06-01
23.349,1918-07-01
24.096,1918-08-01
20.62,1918-09-01
14.481,1918-10-01
8.194,1918-11-01
2.217,1918-12-01
0.069,1919-01-01
1.289,1919-02-01
5.215,1919-03-01
9.854,1919-04-01
14.201,1919-05-01
18.37,1919-06-01
22.665,1919-07-01
23.475,1919-08-01
20.612,1919-09-01
14.826,1919-10-01
9.626,1919-11-01
3.214,1919-12-01
1.909,1920-01-01
0.331,1920-02-01
4.724,1920-03-01
9.925,1920-04-01
14.17,1920-05-01
18.953,1920-06-01
24.103,1920-07-01
24.437,1920-08-01
20.367,1920-09-01
14.528,1920-10-01
10.091,1920-11-01
3.024,1920-12-01
1.15,1921-01-01
0.952,1921-02-01
3.275,1921-03-01
10.822,1921-04-01
14.063,1921-05-01
17.124,1921-06-01
22.887,1921-07-01
24.391,1921-08-01
20.154,1921-09-01
14.152,1921-10-01
7.05,1921-11-01
2.841,1921-12-01
-2.259,1922-01-01
3.412,1922-02-01
3.589,1922-03-01
10.526,1922-04-01
14.44,1922-05-01
19.226,1922-06-01
23.173,1922-07-01
25.438,1922-08-01
21.461,1922-09-01
15.055,1922-10-01
8.716,1922-11-01
2.164,1922-12-01
-0.805,1923-01-01
0.455,1923-02-01
5.474,1923-03-01
9.385,1923-04-01
14.915,1923-05-01
17.976,1923-06-01
21.959,1923-07-01
25.19,1923-08-01
21.143,1923-09-01
14.513,1923-10-01
9.223,1923-11-01
3.474,1923-12-01
0.469,1924-01-01
0.839,1924-02-01
1.747,1924-03-01
10.984,1924-04-01
13.796,1924-05-01
17.754,1924-06-01
24.761,1924-07-01
24.821,1924-08-01
20.141,1924-09-01
13.768,1924-10-01
7.958,1924-11-01
2.671,1924-12-01
0.45,1925-01-01
-0.268,1925-02-01
2.816,1925-03-01
8.96,1925-04-01
14.185,1925-05-01
18.992,1925-06-01
21.947,1925-07-01
24.603,1925-08-01
21.087,1925-09-01
14.605,1925-10-01
9.594,1925-11-01
4.132,1925-12-01
0.215,1926-01-01
1.592,1926-02-01
3.742,1926-03-01
8.078,1926-04-01
14.27,1926-05-01
17.375,1926-06-01
22.287,1926-07-01
24.148,1926-08-01
21.177,1926-09-01
12.788,1926-10-01
7.91,1926-11-01
2.047,1926-12-01
0.216,1927-01-01
-0.824,1927-02-01
3.662,1927-03-01
10.093,1927-04-01
13.86,1927-05-01
18.318,1927-06-01
24.035,1927-07-01
24.483,1927-08-01
19.579,1927-09-01
14.558,1927-10-01
9.394,1927-11-01
3.452,1927-12-01
0.886,1928-01-01
0.227,1928-02-01
4.356,1928-03-01
9.922,1928-04-01
15.435,1928-05-01
18.128,1928-06-01
22.825,1928-07-01
23.831,1928-08-01
22.181,1928-09-01
14.934,1928-10-01
9.405,1928-11-01
2.565,1928-12-01
-0.513,1929-01-01
-0.291,1929-02-01
3.953,1929-03-01
9.171,1929-04-01
13.637,1929-05-01
18.375,1929-06-01
24.055,1929-07-01
24.715,1929-08-01
19.388,1929-09-01
14.702,1929-10-01
8.711,1929-11-01
5.396,1929-12-01
-0.03,1930-01-01
2.426,1930-02-01
5.981,1930-03-01
10.661,1930-04-01
14.851,1930-05-01
18.844,1930-06-01
24.082,1930-07-01
25.069,1930-08-01
20.082,1930-09-01
14.728,1930-10-01
7.776,1930-11-01
3.043,1930-12-01
-0.017,1931-01-01
-0.448,1931-02-01
4.844,1931-03-01
8.874,1931-04-01
13.444,1931-05-01
17.88,1931-06-01
20.233,1931-07-01
24.593,1931-08-01
20.738,1931-09-01
14.122,1931-10-01
9.573,1931-11-01
4.033,1931-12-01
2.907,1932-01-01
0.91,1932-02-01
3.832,1932-03-01
8.938,1932-04-01
14.884,1932-05-01
18.347,1932-06-01
22.734,1932-07-01
23.984,1932-08-01
19.909,1932-09-01
14.116,1932-10-01
9.245,1932-11-01
3.987,1932-12-01
-0.142,1933-01-01
-0.272,1933-02-01
2.574,1933-03-01
9.285,1933-04-01
15.394,1933-05-01
19.336,1933-06-01
24.704,1933-07-01
25.113,1933-08-01
20.565,1933-09-01
14.068,1933-10-01
8.938,1933-11-01
3.875,1933-12-01
-0.232,1934-01-01
0.675,1934-02-01
3.208,1934-03-01
8.747,1934-04-01
14.849,1934-05-01
19.41,1934-06-01
22.366,1934-07-01
23.77,1934-08-01
19.923,1934-09-01
13.145,1934-10-01
8.259,1934-11-01
3.865,1934-12-01
0.899,1935-01-01
2.461,1935-02-01
4.869,1935-03-01
9.642,1935-04-01
14.27,1935-05-01
18.478,1935-06-01
22.58,1935-07-01
23.142,1935-08-01
19.675,1935-09-01
15.3,1935-10-01
8.951,1935-11-01
2.45,1935-12-01
-1.308,1936-01-01
-0.172,1936-02-01
2.65,1936-03-01
8.868,1936-04-01
13.872,1936-05-01
19.26,1936-06-01
22.361,1936-07-01
23.97,1936-08-01
21.785,1936-09-01
14.338,1936-10-01
8.652,1936-11-01
4.294,1936-12-01
1.326,1937-01-01
2.835,1937-02-01
4.61,1937-03-01
9.848,1937-04-01
14.293,1937-05-01
17.819,1937-06-01
24.068,1937-07-01
25.368,1937-08-01
20.388,1937-09-01
14.541,1937-10-01
9.383,1937-11-01
2.055,1937-12-01
-0.103,1938-01-01
0.235,1938-02-01
5.773,1938-03-01
10.264,1938-04-01
15.796,1938-05-01
18.663,1938-06-01
22.867,1938-07-01
24.86,1938-08-01
20.489,1938-09-01
15.041,1938-10-01
8.368,1938-11-01
2.721,1938-12-01
-0.903,1939-01-01
0.444,1939-02-01
4.191,1939-03-01
9.709,1939-04-01
14.285,1939-05-01
18.847,1939-06-01
24.216,1939-07-01
24.571,1939-08-01
21.622,1939-09-01
15.151,1939-10-01
9.656,1939-11-01
3.22,1939-12-01
-0.612,1940-01-01
0.327,1940-02-01
4.575,1940-03-01
9.33,1940-04-01
14.769,1940-05-01
18.612,1940-06-01
23.743,1940-07-01
23.485,1940-08-01
19.941,1940-09-01
15.073,1940-10-01
10.222,1940-11-01
4.382,1940-12-01
1.671,1941-01-01
1.284,1941-02-01
4.99,1941-03-01
9.35,1941-04-01
14.8,1941-05-01
18.75,1941-06-01
21.283,1941-07-01
23.156,1941-08-01
19.39,1941-09-01
14.322,1941-10-01
9.767,1941-11-01
4.259,1941-12-01
-0.382,1942-01-01
-0.507,1942-02-01
6.587,1942-03-01
10.007,1942-04-01
14.085,1942-05-01
19.14,1942-06-01
24.716,1942-07-01
24.449,1942-08-01
21.175,1942-09-01
14.02,1942-10-01
8.016,1942-11-01
2.72,1942-12-01
-0.464,1943-01-01
0.371,1943-02-01
4.022,1943-03-01
8.746,1943-04-01
14.471,1943-05-01
19.138,1943-06-01
23.718,1943-07-01
25.431,1943-08-01
21.848,1943-09-01
14.897,1943-10-01
8.273,1943-11-01
3.487,1943-12-01
-0.162,1944-01-01
-0.232,1944-02-01
3.514,1944-03-01
8.095,1944-04-01
15.272,1944-05-01
19.621,1944-06-01
23.682,1944-07-01
25.175,1944-08-01
20.913,1944-09-01
14.496,1944-10-01
8.857,1944-11-01
1.075,1944-12-01
-2.083,1945-01-01
-1.321,1945-02-01
3.865,1945-03-01
10.194,1945-04-01
12.932,1945-05-01
18.221,1945-06-01
20.449,1945-07-01
24.794,1945-08-01
20.468,1945-09-01
14.939,1945-10-01
9.122,1945-11-01
2.086,1945-12-01
0.68,1946-01-01
0.99,1946-02-01
3.288,1946-03-01
