AvgTemp,date
12.247,1961-01-09
9.328,1961-01-10
6.205,1961-01-11
3.5,1961-01-12
3.003,1962-01-01
3.696,1962-01-02
5.53,1962-01-03
8.54,1962-01-04
11.128,1962-01-05
13.427,1962-01-06
14.205,1962-01-07
13.713,1962-01-08
12.018,1962-01-09
9.468,1962-01-10
6.283,1962-01-11
3.94,1962-01-12
2.901,1963-01-01
4.02,1963-01-02
5.097,1963-01-03
8.173,1963-01-04
11.045,1963-01-05
13.412,1963-01-06
14.506,1963-01-07
14.309,1963-01-08
12.555,1963-01-09
9.943,1963-01-10
6.561,1963-01-11
3.75,1963-01-12
2.881,1964-01-01
3.028,1964-01-02
4.865,1964-01-03
7.922,1964-01-04
10.905,1964-01-05
13.459,1964-01-06
14.301,1964-01-07
13.678,1964-01-08
11.604,1964-01-09
8.832,1964-01-10
5.983,1964-01-11
3.458,1964-01-12
2.862,1965-01-01
3.036,1965-01-02
5.182,1965-01-03
7.99,1965-01-04
11.222,1965-01-05
13.308,1965-01-06
14.078,1965-01-07
13.807,1965-01-08
11.73,1965-01-09
9.488,1965-01-10
5.86,1965-01-11
3.766,1965-01-12
2.49,1966-01-01
3.29,1966-01-02
5.527,1966-01-03
8.161,1966-01-04
11.2,1966-01-05
13.587,1966-01-06
14.569,1966-01-07
13.731,1966-01-08
12.133,1966-01-09
9.153,1966-01-10
5.969,1966-01-11
3.382,1966-01-12
2.71,1967-01-01
2.905,1967-01-02
5.396,1967-01-03
8.458,1967-01-04
11.632,1967-01-05
13.194,1967-01-06
14.331,1967-01-07
13.821,1967-01-08
12.054,1967-01-09
9.809,1967-01-10
6.176,1967-01-11
3.915,1967-01-12
2.353,1968-01-01
3.245,1968-01-02
6.117,1968-01-03
8.455,1968-01-04
11.068,1968-01-05
13.204,1968-01-06
14.026,1968-01-07
13.524,1968-01-08
11.62,1968-01-09
9.453,1968-01-10
5.891,1968-01-11
3.24,1968-01-12
1.966,1969-01-01
2.45,1969-01-02
5.131,1969-01-03
8.576,1969-01-04
11.354,1969-01-05
13.475,1969-01-06
14.218,1969-01-07
13.804,1969-01-08
12.048,1969-01-09
9.489,1969-01-10
6.42,1969-01-11
4.21,1969-01-12
2.836,1970-01-01
3.735,1970-01-02
5.272,1970-01-03
8.603,1970-01-04
11.206,1970-01-05
13.513,1970-01-06
14.395,1970-01-07
13.658,1970-01-08
12.277,1970-01-09
9.348,1970-01-10
6.047,1970-01-11
3.521,1970-01-12
2.967,1971-01-01
2.867,1971-01-02
5.001,1971-01-03
8.339,1971-01-04
11.211,1971-01-05
13.099,1971-01-06
14.139,1971-01-07
13.879,1971-01-08
12.139,1971-01-09
9.388,1971-01-10
6.295,1971-01-11
3.867,1971-01-12
1.882,1972-01-01
2.609,1972-01-02
5.287,1972-01-03
8.337,1972-01-04
11.155,1972-01-05
13.501,1972-01-06
14.231,1972-01-07
14.171,1972-01-08
11.901,1972-01-09
9.346,1972-01-10
5.797,1972-01-11
3.778,1972-01-12
3.038,1973-01-01
3.898,1973-01-02
5.82,1973-01-03
8.938,1973-01-04
11.769,1973-01-05
13.824,1973-01-06
14.435,1973-01-07
13.869,1973-01-08
12.125,1973-01-09
9.609,1973-01-10
6.222,1973-01-11
3.832,1973-01-12
2.261,1974-01-01
2.582,1974-01-02
5.19,1974-01-03
8.386,1974-01-04
11.198,1974-01-05
13.382,1974-01-06
14.288,1974-01-07
14.016,1974-01-08
11.744,1974-01-09
9.098,1974-01-10
5.915,1974-01-11
3.55,1974-01-12
3.059,1975-01-01
3.395,1975-01-02
5.706,1975-01-03
8.584,1975-01-04
11.742,1975-01-05
13.557,1975-01-06
14.351,1975-01-07
13.514,1975-01-08
12.152,1975-01-09
9.318,1975-01-10
5.893,1975-01-11
3.667,1975-01-12
2.884,1976-01-01
3.031,1976-01-02
4.517,1976-01-03
8.294,1976-01-04
10.942,1976-01-05
13.086,1976-01-06
14.155,1976-01-07
13.511,1976-01-08
11.895,1976-01-09
8.511,1976-01-10
5.66,1976-01-11
3.681,1976-01-12
2.492,1977-01-01
3.471,1977-01-02
5.702,1977-01-03
8.85,1977-01-04
11.78,1977-01-05
13.876,1977-01-06
14.631,1977-01-07
14.09,1977-01-08
11.862,1977-01-09
9.156,1977-01-10
6.544,1977-01-11
3.749,1977-01-12
2.705,1978-01-01
3.456,1978-01-02
5.607,1978-01-03
8.791,1978-01-04
11.414,1978-01-05
13.22,1978-01-06
14.364,1978-01-07
13.297,1978-01-08
12.03,1978-01-09
9.339,1978-01-10
6.35,1978-01-11
3.74,1978-01-12
2.679,1979-01-01
2.841,1979-01-02
5.474,1979-01-03
8.455,1979-01-04
11.199,1979-01-05
13.487,1979-01-06
14.114,1979-01-07
13.833,1979-01-08
12.247,1979-01-09
9.586,1979-01-10
6.286,1979-01-11
4.6,1979-01-12
2.956,1980-01-01
3.652,1980-01-02
5.367,1980-01-03
8.935,1980-01-04
11.77,1980-01-05
13.582,1980-01-06
14.742,1980-01-07
14.189,1980-01-08
12.321,1980-01-09
9.55,1980-01-10
6.684,1980-01-11
4.016,1980-01-12
3.785,1981-01-01
4.021,1981-01-02
6.239,1981-01-03
8.953,1981-01-04
11.565,1981-01-05
13.765,1981-01-06
14.738,1981-01-07
14.502,1981-01-08
12.236,1981-01-09
9.394,1981-01-10
6.273,1981-01-11
4.519,1981-01-12
2.558,1982-01-01
3.281,1982-01-02
4.873,1982-01-03
8.465,1982-01-04
11.348,1982-01-05
13.245,1982-01-06
14.545,1982-01-07
13.796,1982-01-08
12.039,1982-01-09
9.232,1982-01-10
5.961,1982-01-11
4.327,1982-01-12
3.445,1983-01-01
3.814,1983-01-02
5.699,1983-01-03
8.693,1983-01-04
11.729,1983-01-05
13.478,1983-01-06
14.408,1983-01-07
14.302,1983-01-08
12.698,1983-01-09
9.478,1983-01-10
6.765,1983-01-11
3.829,1983-01-12
2.941,1984-01-01
3.093,1984-01-02
5.671,1984-01-03
8.432,1984-01-04
11.976,1984-01-05
13.387,1984-01-06
14.429,1984-01-07
13.984,1984-01-08
12.015,1984-01-09
9.378,1984-01-10
5.811,1984-01-11
3.185,1984-01-12
3.01,1985-01-01
2.704,1985-01-02
5.451,1985-01-03
8.633,1985-01-04
11.426,1985-01-05
13.569,1985-01-06
13.973,1985-01-07
14.059,1985-01-08
11.98,1985-01-09
9.338,1985-01-10
5.968,1985-01-11
3.785,1985-01-12
3.315,1986-01-01
3.991,1986-01-02
5.755,1986-01-03
8.871,1986-01-04
11.581,1986-01-05
13.439,1986-01-06
14.293,1986-01-07
13.972,1986-01-08
11.817,1986-01-09
9.299,1986-01-10
5.919,1986-01-11
3.751,1986-01-12
3.139,1987-01-01
4.134,1987-01-02
5.245,1987-01-03
8.595,1987-01-04
11.525,1987-01-05
13.927,1987-01-06
14.89,1987-01-07
13.896,1987-01-08
12.447,1987-01-09
9.59,1987-01-10
6.056,1987-01-11
4.489,1987-01-12
3.454,1988-01-01
3.422,1988-01-02
5.931,1988-01-03
8.992,1988-01-04
11.852,1988-01-05
14.099,1988-01-06
14.798,1988-01-07
14.553,1988-01-08
12.681,1988-01-09
9.979,1988-01-10
6.295,1988-01-11
4.363,1988-01-12
2.71,1989-01-01
3.627,1989-01-02
5.792,1989-01-03
8.689,1989-01-04
11.28,1989-01-05
13.447,1989-01-06
14.612,1989-01-07
14.135,1989-01-08
12.403,1989-01-09
9.76,1989-01-10
6.179,1989-01-11
4.43,1989-01-12
3.243,1990-01-01
3.643,1990-01-02
6.73,1990-01-03
9.169,1990-01-04
11.831,1990-01-05
13.893,1990-01-06
14.784,1990-01-07
14.095,1990-01-08
12.195,1990-01-09
9.882,1990-01-10
6.92,1990-01-11
4.425,1990-01-12
3.195,1991-01-01
4.044,1991-01-02
5.574,1991-01-03
9.226,1991-01-04
11.616,1991-01-05
14.263,1991-01-06
14.987,1991-01-07
14.319,1991-01-08
12.677,1991-01-09
9.753,1991-01-10
6.44,1991-01-11
4.059,1991-01-12
3.579,1992-01-01
3.931,1992-01-02
5.952,1992-01-03
8.572,1992-01-04
11.535,1992-01-05
13.576,1992-01-06
14.139,1992-01-07
13.766,1992-01-08
11.672,1992-01-09
9.353,1992-01-10
5.889,1992-01-11
4.075,1992-01-12
3.301,1993-01-01
3.745,1993-01-02
5.923,1993-01-03
8.69,1993-01-04
11.475,1993-01-05
13.518,1993-01-06
14.595,1993-01-07
13.835,1993-01-08
11.93,1993-01-09
9.614,1993-01-10
5.738,1993-01-11
4.035,1993-01-12
3.024,1994-01-01
2.81,1994-01-02
5.731,1994-01-03
9.018,1994-01-04
11.684,1994-01-05
14.144,1994-01-06
14.658,1994-01-07
13.977,1994-01-08
12.516,1994-01-09
10.002,1994-01-10
6.788,1994-01-11
4.113,1994-01-12
3.54,1995-01-01
4.656,1995-01-02
5.956,1995-01-03
8.972,1995-01-04
11.57,1995-01-05
14.164,1995-01-06
15.116,1995-01-07
14.636,1995-01-08
12.565,1995-01-09
10.106,1995-01-10
6.761,1995-01-11
4.123,1995-01-12
2.862,1996-01-01
4.012,1996-01-02
5.524,1996-01-03
8.679,1996-01-04
11.588,1996-01-05
13.681,1996-01-06
14.827,1996-01-07
14.603,1996-01-08
12.294,1996-01-09
9.525,1996-01-10
6.547,1996-01-11
4.325,1996-01-12
3.165,1997-01-01
3.766,1997-01-02
6.012,1997-01-03
8.891,1997-01-04
11.593,1997-01-05
14.131,1997-01-06
14.565,1997-01-07
14.256,1997-01-08
12.685,1997-01-09
10.109,1997-01-10
6.841,1997-01-11
4.417,1997-01-12
3.352,1998-01-01
4.826,1998-01-02
6.023,1998-01-03
9.358,1998-01-04
12.291,1998-01-05
14.521,1998-01-06
15.34,1998-01-07
14.874,1998-01-08
12.673,1998-01-09
9.941,1998-01-10
6.404,1998-01-11
4.669,1998-01-12
3.544,1999-01-01
4.694,1999-01-02
5.53,1999-01-03
8.838,1999-01-04
11.706,1999-01-05
14.031,1999-01-06
14.853,1999-01-07
14.348,1999-01-08
12.723,1999-01-09
9.997,1999-01-10
6.592,1999-01-11
4.565,1999-01-12
2.95,2000-01-01
4.184,2000-01-02
6.219,2000-01-03
9.552,2000-01-04
11.874,2000-01-05
14.06,2000-01-06
14.848,2000-01-07
14.519,2000-01-08
12.547,2000-01-09
9.486,2000-01-10
6.312,2000-01-11
3.863,2000-01-12
3.336,2001-01-01
3.72,2001-01-02
6.208,2001-01-03
9.245,2001-01-04
12.271,2001-01-05
14.11,2001-01-06
15.161,2001-01-07
14.427,2001-01-08
12.736,2001-01-09
9.935,2001-01-10
7.319,2001-01-11
4.507,2001-01-12
4.026,2002-01-01
4.704,2002-01-02
6.772,2002-01-03
9.229,2002-01-04
12.248,2002-01-05
14.084,2002-01-06
15.354,2002-01-07
14.56,2002-01-08
12.95,2002-01-09
9.988,2002-01-10
6.892,2002-01-11
4.038,2002-01-12
3.981,2003-01-01
4.085,2003-01-02
6.048,2003-01-03
9.154,2003-01-04
12.153,2003-01-05
14.017,2003-01-06
14.983,2003-01-07
14.691,2003-01-08
12.911,2003-01-09
10.424,2003-01-10
6.727,2003-01-11
5.133,2003-01-12
3.525,2004-01-01
4.499,2004-01-02
6.321,2004-01-03
9.249,2004-01-04
11.571,2004-01-05
13.889,2004-01-06
14.312,2004-01-07
14.188,2004-01-08
12.642,2004-01-09
10.127,2004-01-10
7.315,2004-01-11
4.257,2004-01-12
3.808,2005-01-01
3.92,2005-01-02
6.544,2005-01-03
9.618,2005-01-04
12.226,2005-01-05
14.476,2005-01-06
15.19,2005-01-07
14.51,2005-01-08
13.217,2005-01-09
10.601,2005-01-10
7.423,2005-01-11
4.878,2005-01-12
3.286,2006-01-01
4.43,2006-01-02
6.329,2006-01-03
9.055,2006-01-04
11.786,2006-01-05
14.443,2006-01-06
15.042,2006-01-07
14.913,2006-01-08
12.875,2006-01-09
10.289,2006-01-10
6.955,2006-01-11
4.987,2006-01-12
4.579,2007-01-01
4.221,2007-01-02
6.485,2007-01-03
9.823,2007-01-04
12.518,2007-01-05
14.309,2007-01-06
15.23,2007-01-07
14.752,2007-01-08
12.93,2007-01-09
10.332,2007-01-10
7.084,2007-01-11
4.523,2007-01-12
2.844,2008-01-01
3.576,2008-01-02
6.906,2008-01-03
9.295,2008-01-04
12.054,2008-01-05
14.145,2008-01-06
15.174,2008-01-07
14.377,2008-01-08
12.802,2008-01-09
10.399,2008-01-10
7.224,2008-01-11
4.385,2008-01-12
3.687,2009-01-01
4.094,2009-01-02
6.086,2009-01-03
9.367,2009-01-04
12.112,2009-01-05
14.201,2009-01-06
15.231,2009-01-07
14.655,2009-01-08
13.153,2009-01-09
10.136,2009-01-10
7.031,2009-01-11
4.31,2009-01-12
3.737,2010-01-01
4.399,2010-01-02
6.738,2010-01-03
9.671,2010-01-04
12.406,2010-01-05
14.421,2010-01-06
15.213,2010-01-07
14.768,2010-01-08
12.863,2010-01-09
10.442,2010-01-10
7.487,2010-01-11
4.292,2010-01-12
3.282,2011-01-01
3.743,2011-01-02
6.101,2011-01-03
9.483,2011-01-04
11.986,2011-01-05
14.37,2011-01-06
15.482,2011-01-07
15.012,2011-01-08
12.912,2011-01-09
10.352,2011-01-10
6.814,2011-01-11
4.655,2011-01-12
3.157,2012-01-01
3.628,2012-01-02
6.023,2012-01-03
9.676,2012-01-04
12.59,2012-01-05
14.492,2012-01-06
15.076,2012-01-07
14.72,2012-01-08
13.04,2012-01-09
10.428,2012-01-10
7.156,2012-01-11
4.102,2012-01-12
3.685,2013-01-01
4.222,2013-01-02
6.261,2013-01-03
9.044,2013-01-04
12.195,2013-01-05
14.568,2013-01-06
15.003,2013-01-07
14.742,2013-01-08
13.154,2013-01-09
10.256,2013-01-10
7.424,2013-01-11
4.724,2013-01-12
3.732,2014-01-01
3.5,2014-01-02
6.378,2014-01-03
9.589,2014-01-04
12.582,2014-01-05
14.335,2014-01-06
14.873,2014-01-07
14.875,2014-01-08
13.091,2014-01-09
10.33,2014-01-10
6.713,2014-01-11
4.85,2014-01-12
3.881,2015-01-01
4.664,2015-01-02
6.74,2015-01-03
9.313,2015-01-04
12.312,2015-01-05
14.505,2015-01-06
15.051,2015-01-07
14.755,2015-01-08
12.999,2015-01-09
10.801,2015-01-10
7.433,2015-01-11
5.518,2015-01-12
