AverageTemperature,date
17.984,1891-02-01
21.15,1891-03-01
25.954,1891-04-01
30.285,1891-05-01
32.687,1891-06-01
33.896,1891-07-01
33.75,1891-08-01
31.506,1891-09-01
27.116,1891-10-01
20.583,1891-11-01
16.557,1891-12-01
15.025,1892-01-01
17.404,1892-02-01
21.78,1892-03-01
25.813,1892-04-01
30.119,1892-05-01
33.196,1892-06-01
33.676,1892-07-01
33.554,1892-08-01
31.486,1892-09-01
26.985,1892-10-01
20.676,1892-11-01
15.438,1892-12-01
16.02,1893-01-01
16.127,1893-02-01
20.81,1893-03-01
25.142,1893-04-01
29.45,1893-05-01
33.09,1893-06-01
34.767,1893-07-01
34.059,1893-08-01
30.705,1893-09-01
26.065,1893-10-01
21.0,1893-11-01
16.928,1893-12-01
14.616,1894-01-01
16.598,1894-02-01
20.326,1894-03-01
24.542,1894-04-01
29.48,1894-05-01
33.432,1894-06-01
33.801,1894-07-01
32.833,1894-08-01
31.161,1894-09-01
26.151,1894-10-01
20.583,1894-11-01
15.841,1894-12-01
14.5,1895-01-01
17.801,1895-02-01
19.865,1895-03-01
25.25,1895-04-01
29.292,1895-05-01
33.295,1895-06-01
33.43,1895-07-01
33.694,1895-08-01
30.436,1895-09-01
25.32,1895-10-01
19.564,1895-11-01
16.729,1895-12-01
15.932,1896-01-01
15.939,1896-02-01
20.531,1896-03-01
25.313,1896-04-01
29.459,1896-05-01
32.687,1896-06-01
34.588,1896-07-01
33.296,1896-08-01
31.503,1896-09-01
25.521,1896-10-01
20.15,1896-11-01
16.736,1896-12-01
15.107,1897-01-01
16.067,1897-02-01
20.361,1897-03-01
25.564,1897-04-01
29.946,1897-05-01
32.772,1897-06-01
34.506,1897-07-01
33.231,1897-08-01
31.66,1897-09-01
26.722,1897-10-01
19.827,1897-11-01
15.499,1897-12-01
13.658,1898-01-01
16.655,1898-02-01
20.356,1898-03-01
25.959,1898-04-01
29.743,1898-05-01
32.914,1898-06-01
34.721,1898-07-01
34.107,1898-08-01
31.583,1898-09-01
27.174,1898-10-01
20.423,1898-11-01
15.148,1898-12-01
14.444,1899-01-01
16.718,1899-02-01
20.568,1899-03-01
25.858,1899-04-01
29.999,1899-05-01
33.007,1899-06-01
34.655,1899-07-01
34.131,1899-08-01
31.853,1899-09-01
26.877,1899-10-01
20.648,1899-11-01
16.052,1899-12-01
15.323,1900-01-01
17.482,1900-02-01
21.799,1900-03-01
26.9,1900-04-01
29.658,1900-05-01
32.997,1900-06-01
33.898,1900-07-01
33.85,1900-08-01
31.144,1900-09-01
26.373,1900-10-01
20.23,1900-11-01
16.213,1900-12-01
14.822,1901-01-01
18.319,1901-02-01
22.35,1901-03-01
26.776,1901-04-01
30.107,1901-05-01
33.852,1901-06-01
34.656,1901-07-01
33.286,1901-08-01
31.475,1901-09-01
26.399,1901-10-01
20.664,1901-11-01
16.411,1901-12-01
15.002,1902-01-01
18.716,1902-02-01
21.988,1902-03-01
25.937,1902-04-01
30.647,1902-05-01
32.865,1902-06-01
34.16,1902-07-01
34.331,1902-08-01
31.318,1902-09-01
25.638,1902-10-01
20.449,1902-11-01
15.391,1902-12-01
13.944,1903-01-01
16.142,1903-02-01
20.216,1903-03-01
25.193,1903-04-01
30.386,1903-05-01
32.676,1903-06-01
33.838,1903-07-01
34.732,1903-08-01
31.159,1903-09-01
25.477,1903-10-01
19.424,1903-11-01
16.026,1903-12-01
15.993,1904-01-01
17.221,1904-02-01
20.758,1904-03-01
25.132,1904-04-01
29.534,1904-05-01
32.758,1904-06-01
34.136,1904-07-01
33.586,1904-08-01
31.005,1904-09-01
26.511,1904-10-01
21.346,1904-11-01
15.453,1904-12-01
14.662,1905-01-01
16.147,1905-02-01
19.857,1905-03-01
24.973,1905-04-01
29.79,1905-05-01
32.868,1905-06-01
34.562,1905-07-01
34.226,1905-08-01
31.232,1905-09-01
27.276,1905-10-01
21.037,1905-11-01
15.087,1905-12-01
14.543,1906-01-01
17.098,1906-02-01
20.374,1906-03-01
24.83,1906-04-01
29.642,1906-05-01
33.012,1906-06-01
34.195,1906-07-01
33.589,1906-08-01
30.844,1906-09-01
26.709,1906-10-01
21.081,1906-11-01
16.778,1906-12-01
14.924,1907-01-01
16.86,1907-02-01
20.548,1907-03-01
24.472,1907-04-01
29.605,1907-05-01
32.434,1907-06-01
33.956,1907-07-01
33.135,1907-08-01
30.695,1907-09-01
26.135,1907-10-01
19.367,1907-11-01
15.712,1907-12-01
14.971,1908-01-01
16.41,1908-02-01
20.69,1908-03-01
25.603,1908-04-01
30.008,1908-05-01
33.047,1908-06-01
33.524,1908-07-01
33.172,1908-08-01
31.529,1908-09-01
26.676,1908-10-01
20.605,1908-11-01
15.79,1908-12-01
15.215,1909-01-01
18.292,1909-02-01
21.996,1909-03-01
25.482,1909-04-01
31.094,1909-05-01
32.935,1909-06-01
34.765,1909-07-01
33.943,1909-08-01
31.376,1909-09-01
26.569,1909-10-01
21.077,1909-11-01
16.698,1909-12-01
15.024,1910-01-01
18.099,1910-02-01
19.36,1910-03-01
25.082,1910-04-01
29.351,1910-05-01
32.439,1910-06-01
34.335,1910-07-01
33.992,1910-08-01
31.303,1910-09-01
25.836,1910-10-01
20.514,1910-11-01
15.198,1910-12-01
13.089,1911-01-01
15.318,1911-02-01
19.424,1911-03-01
24.585,1911-04-01
29.543,1911-05-01
32.311,1911-06-01
34.454,1911-07-01
33.449,1911-08-01
30.605,1911-09-01
26.287,1911-10-01
20.636,1911-11-01
16.582,1911-12-01
14.369,1912-01-01
17.229,1912-02-01
20.95,1912-03-01
25.295,1912-04-01
29.423,1912-05-01
33.506,1912-06-01
33.836,1912-07-01
33.564,1912-08-01
31.063,1912-09-01
26.431,1912-10-01
20.954,1912-11-01
15.669,1912-12-01
14.668,1913-01-01
16.132,1913-02-01
19.53,1913-03-01
25.468,1913-04-01
30.001,1913-05-01
32.275,1913-06-01
33.49,1913-07-01
33.694,1913-08-01
31.235,1913-09-01
26.647,1913-10-01
20.303,1913-11-01
15.277,1913-12-01
15.879,1914-01-01
16.669,1914-02-01
21.147,1914-03-01
24.748,1914-04-01
29.723,1914-05-01
32.147,1914-06-01
33.618,1914-07-01
33.864,1914-08-01
30.863,1914-09-01
26.414,1914-10-01
21.232,1914-11-01
16.471,1914-12-01
15.66,1915-01-01
18.23,1915-02-01
21.422,1915-03-01
25.489,1915-04-01
30.03,1915-05-01
33.95,1915-06-01
34.654,1915-07-01
34.184,1915-08-01
31.802,1915-09-01
26.331,1915-10-01
20.892,1915-11-01
15.985,1915-12-01
14.64,1916-01-01
16.473,1916-02-01
21.535,1916-03-01
24.601,1916-04-01
30.432,1916-05-01
33.761,1916-06-01
34.378,1916-07-01
33.051,1916-08-01
30.621,1916-09-01
25.196,1916-10-01
21.281,1916-11-01
16.443,1916-12-01
15.09,1917-01-01
17.366,1917-02-01
20.697,1917-03-01
26.635,1917-04-01
29.601,1917-05-01
32.217,1917-06-01
34.542,1917-07-01
33.664,1917-08-01
31.15,1917-09-01
25.693,1917-10-01
21.205,1917-11-01
15.153,1917-12-01
14.389,1918-01-01
16.594,1918-02-01
20.439,1918-03-01
24.412,1918-04-01
29.409,1918-05-01
32.193,1918-06-01
34.165,1918-07-01
33.186,1918-08-01
30.781,1918-09-01
26.596,1918-10-01
21.56,1918-11-01
16.424,1918-12-01
16.609,1919-01-01
18.09,1919-02-01
21.552,1919-03-01
25.863,1919-04-01
29.622,1919-05-01
32.187,1919-06-01
34.252,1919-07-01
33.566,1919-08-01
31.047,1919-09-01
26.907,1919-10-01
21.429,1919-11-01
16.208,1919-12-01
14.864,1920-01-01
15.188,1920-02-01
21.083,1920-03-01
25.674,1920-04-01
30.08,1920-05-01
33.258,1920-06-01
33.655,1920-07-01
34.338,1920-08-01
31.159,1920-09-01
27.156,1920-10-01
20.531,1920-11-01
14.931,1920-12-01
14.4,1921-01-01
16.351,1921-02-01
20.05,1921-03-01
26.006,1921-04-01
29.228,1921-05-01
32.732,1921-06-01
35.067,1921-07-01
33.867,1921-08-01
31.444,1921-09-01
25.83,1921-10-01
20.069,1921-11-01
15.784,1921-12-01
15.676,1922-01-01
16.975,1922-02-01
20.456,1922-03-01
25.438,1922-04-01
30.121,1922-05-01
33.578,1922-06-01
34.597,1922-07-01
34.307,1922-08-01
31.003,1922-09-01
26.657,1922-10-01
22.202,1922-11-01
16.146,1922-12-01
15.526,1923-01-01
16.971,1923-02-01
21.128,1923-03-01
24.43,1923-04-01
29.956,1923-05-01
33.291,1923-06-01
34.301,1923-07-01
33.24,1923-08-01
31.495,1923-09-01
26.724,1923-10-01
20.699,1923-11-01
16.976,1923-12-01
16.008,1924-01-01
17.62,1924-02-01
22.577,1924-03-01
26.095,1924-04-01
30.205,1924-05-01
33.433,1924-06-01
34.825,1924-07-01
33.986,1924-08-01
31.63,1924-09-01
26.695,1924-10-01
21.526,1924-11-01
16.037,1924-12-01
13.375,1925-01-01
15.624,1925-02-01
22.487,1925-03-01
25.744,1925-04-01
30.355,1925-05-01
32.499,1925-06-01
33.731,1925-07-01
33.834,1925-08-01
31.611,1925-09-01
26.813,1925-10-01
20.75,1925-11-01
17.125,1925-12-01
15.671,1926-01-01
17.876,1926-02-01
21.392,1926-03-01
25.142,1926-04-01
30.78,1926-05-01
33.296,1926-06-01
34.018,1926-07-01
33.581,1926-08-01
30.5,1926-09-01
26.456,1926-10-01
21.288,1926-11-01
15.997,1926-12-01
15.531,1927-01-01
16.717,1927-02-01
20.818,1927-03-01
24.354,1927-04-01
30.963,1927-05-01
33.461,1927-06-01
34.539,1927-07-01
33.83,1927-08-01
31.619,1927-09-01
27.229,1927-10-01
21.355,1927-11-01
16.64,1927-12-01
16.289,1928-01-01
17.651,1928-02-01
21.13,1928-03-01
27.139,1928-04-01
30.896,1928-05-01
33.047,1928-06-01
34.145,1928-07-01
33.579,1928-08-01
31.695,1928-09-01
26.419,1928-10-01
20.474,1928-11-01
16.218,1928-12-01
15.887,1929-01-01
18.19,1929-02-01
21.12,1929-03-01
26.052,1929-04-01
31.385,1929-05-01
32.552,1929-06-01
33.74,1929-07-01
33.748,1929-08-01
31.64,1929-09-01
26.443,1929-10-01
21.561,1929-11-01
16.177,1929-12-01
14.694,1930-01-01
17.893,1930-02-01
21.258,1930-03-01
25.902,1930-04-01
30.246,1930-05-01
33.145,1930-06-01
33.977,1930-07-01
34.306,1930-08-01
31.459,1930-09-01
26.784,1930-10-01
21.391,1930-11-01
16.996,1930-12-01
16.248,1931-01-01
17.703,1931-02-01
21.61,1931-03-01
25.658,1931-04-01
30.08,1931-05-01
32.918,1931-06-01
34.639,1931-07-01
33.904,1931-08-01
32.198,1931-09-01
26.754,1931-10-01
20.984,1931-11-01
15.451,1931-12-01
15.229,1932-01-01
17.271,1932-02-01
21.895,1932-03-01
25.07,1932-04-01
29.52,1932-05-01
33.123,1932-06-01
33.947,1932-07-01
33.574,1932-08-01
30.738,1932-09-01
27.179,1932-10-01
21.259,1932-11-01
15.001,1932-12-01
14.991,1933-01-01
17.655,1933-02-01
20.925,1933-03-01
24.338,1933-04-01
30.246,1933-05-01
32.594,1933-06-01
33.253,1933-07-01
33.307,1933-08-01
30.2,1933-09-01
25.918,1933-10-01
20.603,1933-11-01
16.629,1933-12-01
15.022,1934-01-01
16.805,1934-02-01
20.52,1934-03-01
25.641,1934-04-01
30.183,1934-05-01
33.442,1934-06-01
33.74,1934-07-01
33.514,1934-08-01
30.975,1934-09-01
26.52,1934-10-01
21.187,1934-11-01
16.601,1934-12-01
15.943,1935-01-01
17.497,1935-02-01
22.274,1935-03-01
24.649,1935-04-01
30.509,1935-05-01
34.222,1935-06-01
34.086,1935-07-01
34.099,1935-08-01
31.827,1935-09-01
26.733,1935-10-01
21.018,1935-11-01
17.002,1935-12-01
15.362,1936-01-01
18.188,1936-02-01
21.606,1936-03-01
26.232,1936-04-01
30.518,1936-05-01
32.402,1936-06-01
34.131,1936-07-01
34.642,1936-08-01
30.349,1936-09-01
26.419,1936-10-01
21.315,1936-11-01
15.548,1936-12-01
13.748,1937-01-01
17.31,1937-02-01
21.225,1937-03-01
26.044,1937-04-01
30.434,1937-05-01
32.729,1937-06-01
34.132,1937-07-01
33.286,1937-08-01
31.66,1937-09-01
27.091,1937-10-01
21.589,1937-11-01
16.071,1937-12-01
15.63,1938-01-01
17.393,1938-02-01
19.165,1938-03-01
25.637,1938-04-01
29.377,1938-05-01
32.198,1938-06-01
34.745,1938-07-01
34.382,1938-08-01
32.269,1938-09-01
25.744,1938-10-01
20.539,1938-11-01
16.439,1938-12-01
15.656,1939-01-01
17.024,1939-02-01
20.703,1939-03-01
24.781,1939-04-01
30.695,1939-05-01
32.746,1939-06-01
33.725,1939-07-01
33.283,1939-08-01
31.461,1939-09-01
27.198,1939-10-01
20.993,1939-11-01
17.243,1939-12-01
15.741,1940-01-01
19.063,1940-02-01
20.3,1940-03-01
26.57,1940-04-01
30.382,1940-05-01
33.39,1940-06-01
34.162,1940-07-01
33.73,1940-08-01
30.994,1940-09-01
27.044,1940-10-01
20.981,1940-11-01
17.237,1940-12-01
16.734,1941-01-01
18.769,1941-02-01
21.766,1941-03-01
25.573,1941-04-01
31.264,1941-05-01
33.241,1941-06-01
34.042,1941-07-01
33.278,1941-08-01
30.854,1941-09-01
25.842,1941-10-01
22.083,1941-11-01
15.779,1941-12-01
15.082,1942-01-01
18.353,1942-02-01
22.303,1942-03-01
26.186,1942-04-01
30.853,1942-05-01
33.452,1942-06-01
33.796,1942-07-01
33.786,1942-08-01
30.762,1942-09-01
26.771,1942-10-01
21.975,1942-11-01
16.715,1942-12-01
15.812,1943-01-01
16.922,1943-02-01
19.748,1943-03-01
24.137,1943-04-01
29.834,1943-05-01
31.51,1943-06-01
33.823,1943-07-01
33.886,1943-08-01
31.293,1943-09-01
26.716,1943-10-01
21.791,1943-11-01
18.079,1943-12-01
16.192,1944-01-01
17.746,1944-02-01
22.697,1944-03-01
25.655,1944-04-01
30.025,1944-05-01
33.845,1944-06-01
33.8,1944-07-01
33.43,1944-08-01
31.399,1944-09-01
26.784,1944-10-01
21.341,1944-11-01
16.698,1944-12-01
15.92,1945-01-01
16.982,1945-02-01
19.862,1945-03-01
25.158,1945-04-01
30.623,1945-05-01
33.342,1945-06-01
34.318,1945-07-01
33.935,1945-08-01
31.749,1945-09-01
26.369,1945-10-01
21.433,1945-11-01
16.345,1945-12-01
15.553,1946-01-01
16.819,1946-02-01
20.481,1946-03-01
25.56,1946-04-01
30.091,1946-05-01
32.954,1946-06-01
34.43,1946-07-01
33.553,1946-08-01
31.588,1946-09-01
27.011,1946-10-01
22.225,1946-11-01
17.537,1946-12-01
16.918,1947-01-01
18.054,1947-02-01
22.211,1947-03-01
26.731,1947-04-01
30.947,1947-05-01
33.773,1947-06-01
34.633,1947-07-01
33.557,1947-08-01
31.061,1947-09-01
27.24,1947-10-01
21.519,1947-11-01
16.811,1947-12-01
15.532,1948-01-01
17.523,1948-02-01
20.054,1948-03-01
24.799,1948-04-01
30.155,1948-05-01
32.897,1948-06-01
34.222,1948-07-01
33.794,1948-08-01
30.95,1948-09-01
25.659,1948-10-01
