country,year,co2
Estonia,2017,18.788
Estonia,2018,17.945
Estonia,2019,12.38
Estonia,2020,10.452
Estonia,1927,0.967
Estonia,2012,17.846
Estonia,1999,15.912
Estonia,1998,16.917
Estonia,1997,18.645
Estonia,1976,31.353
Estonia,1977,32.419
Estonia,1978,33.527
Estonia,1979,33.802
Estonia,1980,35.135
Estonia,1981,34.463
Estonia,1982,35.114
Estonia,1983,35.617
Estonia,1984,35.935
Estonia,1985,38.762
Estonia,1986,38.761
Estonia,1987,37.862
Estonia,1988,37.92
Estonia,1989,38.869
Estonia,1990,37.65
Estonia,1991,33.823
Estonia,1992,24.355
Estonia,1993,19.404
Estonia,1994,20.036
Estonia,1995,18.213
Estonia,1996,19.134
Estonia,1974,28.715
Estonia,1926,0.777
Estonia,1838,0.0002941176470588
Estonia,1924,0.544
Estonia,1855,0.003
Estonia,1856,0.0036666666666666
Estonia,1857,0.0043333333333333
Estonia,1858,0.005
Estonia,1859,0.005
Estonia,1860,0.007
Estonia,1861,0.009
Estonia,1862,0.008
Estonia,1863,0.008
Estonia,1854,0.0026
Estonia,1864,0.009
Estonia,1866,0.028
Estonia,1867,0.032
Estonia,1868,0.026
Estonia,1869,0.036
Estonia,1870,0.039
Estonia,1871,0.053
Estonia,1872,0.054
Estonia,1873,0.051
Estonia,1874,0.062
Estonia,1865,0.009
Estonia,1875,0.071
Estonia,1853,0.0022
Estonia,1851,0.0014
Estonia,1830,0.0
Estonia,1831,0.0
Estonia,1832,0.0
Estonia,1833,0.0
Estonia,1834,5.882352941176471e-05
Estonia,1835,0.0001176470588235
Estonia,1836,0.0001764705882352
Estonia,1837,0.000235294117647
Estonia,1925,0.537
Estonia,1852,0.0018
Estonia,1839,0.0003529411764705
Estonia,1841,0.0004705882352941
Estonia,1842,0.0005294117647058
Estonia,1843,0.0005882352941176
Estonia,1845,0.0007058823529411
Estonia,1846,0.0007647058823529
Estonia,1847,0.0008235294117647
Estonia,1848,0.0008823529411764
Estonia,1849,0.0009411764705882
Estonia,1850,0.001
Estonia,1840,0.0004117647058823
Estonia,1876,0.088
Estonia,1844,0.0006470588235294
Estonia,1878,0.117
Estonia,1904,0.816
Estonia,1905,0.729
Estonia,1906,0.831
Estonia,1907,0.931
Estonia,1908,0.937
Estonia,1909,0.989
Estonia,1910,0.97
Estonia,1911,1.005
Estonia,1912,1.139
Estonia,1903,0.734
Estonia,1913,1.237
Estonia,1915,1.025
Estonia,1917,1.005
Estonia,1918,0.401
Estonia,1919,0.342
Estonia,1920,0.312
Estonia,1921,0.339
Estonia,1922,0.413
Estonia,1923,0.456
Estonia,1877,0.09
Estonia,1914,1.117
Estonia,1902,0.75
Estonia,1916,1.092
Estonia,1900,0.757
Estonia,1879,0.12
Estonia,1901,0.777
Estonia,1880,0.141
Estonia,1881,0.149
Estonia,1882,0.157
Estonia,1883,0.178
Estonia,1885,0.197
Estonia,1886,0.202
Estonia,1887,0.214
Estonia,1888,0.223
Estonia,1889,0.241
Estonia,1884,0.181
Estonia,1891,0.3
Estonia,1892,0.318
Estonia,1893,0.373
Estonia,1894,0.38
Estonia,1895,0.436
Estonia,1896,0.444
Estonia,1897,0.513
Estonia,1899,0.668
Estonia,1890,0.273
Estonia,1898,0.576
Europe,1934,1682.142
Europe,1933,1537.176
Europe,1932,1492.846
Europe,1931,1606.566
Europe,1930,1721.169
Europe,1929,1820.242
Europe,1926,1308.385
Europe,1927,1670.139
Europe,1925,1526.763
Europe,1924,1541.491
Europe,1935,1766.803
Europe,1922,1397.865
Europe,1923,1335.673
Europe,1928,1676.785
Europe,1936,1876.495
Europe,1946,1656.559
Europe,1938,2045.975
Europe,1939,2094.155
Europe,1940,2227.796
Europe,1941,2142.812
Europe,1942,1996.335
Europe,1943,2002.95
Europe,1944,1889.258
Europe,1945,1233.343
Europe,1947,1907.211
Europe,1948,2055.523
Europe,1949,2242.201
Europe,1950,2382.639
Europe,1921,1253.115
Europe,1951,2629.48
Europe,1937,2036.583
Europe,1920,1373.671
Europe,1896,996.091
Europe,1918,1394.054
Europe,1952,2713.203
Europe,1887,743.251
Europe,1888,787.469
Europe,1889,824.518
Europe,1890,862.528
Europe,1891,892.962
Europe,1892,879.268
Europe,1893,854.818
Europe,1894,927.854
Europe,1895,952.554
Europe,1897,1045.58
Europe,1898,1079.071
Europe,1899,1149.406
Europe,1900,1205.634
Europe,1919,1183.761
Europe,1901,1195.102
Europe,1903,1245.051
Europe,1904,1268.305
Europe,1906,1347.296
Europe,1907,1492.693
Europe,1908,1517.106
Europe,1909,1518.711
Europe,1910,1538.492
Europe,1911,1573.985
Europe,1912,1632.356
Europe,1913,1767.217
Europe,1914,1573.793
Europe,1915,1492.706
Europe,1916,1561.015
Europe,1917,1533.267
Europe,1902,1195.967
Europe,1953,2790.667
Europe,2001,6275.941
Europe,1955,3232.662
Europe,1991,7714.386
Europe,1992,7078.818
Europe,1993,6791.984
Europe,1994,6433.785
Europe,1995,6415.241
Europe,1996,6464.354
Europe,1997,6258.128
Europe,1998,6232.187
Europe,1999,6147.589
Europe,2000,6149.034
Europe,1886,715.953
Europe,2002,6241.656
Europe,2003,6387.841
Europe,2004,6419.131
Europe,1990,8015.589
Europe,2005,6410.33
Europe,2007,6457.352
Europe,2008,6384.572
Europe,2009,5871.171
Europe,2010,6098.535
Europe,2011,6023.668
Europe,2012,5972.232
Europe,2013,5815.575
Europe,2014,5589.757
Europe,2015,5594.384
Europe,2016,5590.253
Europe,2017,5620.307
Europe,2018,5593.057
Europe,2019,5430.239
Europe,2020,4946.034
Europe,2006,6509.434
Europe,1989,7813.968
Europe,1988,7846.139
Europe,1987,7812.748
Europe,1956,3444.108
Europe,1957,3592.022
Europe,1958,3630.382
Europe,1959,3711.831
Europe,1960,3961.923
Europe,1961,4106.401
Europe,1962,4333.286
Europe,1963,4607.006
Europe,1964,4836.005
Europe,1965,4978.52
Europe,1966,5149.149
Europe,1967,5262.923
Europe,1968,5508.267
Europe,1969,5808.331
Europe,1970,6090.346
Europe,1971,6312.748
Europe,1972,6541.129
Europe,1986,7788.33
Europe,1985,7775.661
Europe,1984,7451.776
Europe,1983,7400.814
Europe,1982,7394.331
Europe,1981,7453.972
Europe,1954,2969.121
Europe,1980,7735.701
Europe,1978,7552.39
Europe,1977,7320.281
Europe,1976,7264.647
Europe,1975,6889.733
Europe,1974,6851.164
Europe,1973,6833.579
Europe,1979,7732.355
Europe,1885,716.627
Europe,1905,1305.576
Europe,1883,718.737
Europe,1785,16.865
Europe,1786,19.148
Europe,1787,19.155
Europe,1788,19.159
Europe,1789,19.166
Europe,1790,19.174
Europe,1791,21.416
Europe,1792,21.892
Europe,1793,21.911
Europe,1794,21.878
Europe,1795,21.889
Europe,1796,22.948
Europe,1797,24.091
Europe,1798,25.091
Europe,1784,16.858
Europe,1799,26.425
Europe,1801,27.689
Europe,1802,36.49
Europe,1803,31.188
Europe,1804,33.973
Europe,1805,33.075
Europe,1806,34.709
Europe,1807,36.493
Europe,1808,34.669
Europe,1809,34.683
Europe,1810,36.959
Europe,1811,39.132
Europe,1812,40.52
Europe,1813,40.696
Europe,1814,41.564
Europe,1800,27.835
Europe,1783,16.854
Europe,1782,16.847
Europe,1781,16.843
Europe,1884,714.114
Europe,1751,9.351
Europe,1752,9.354
Europe,1753,9.354
Europe,1754,9.358
Europe,1755,9.362
Europe,1756,10.006
Europe,1757,10.01
Europe,1758,10.014
Europe,1759,10.017
Europe,1760,10.017
Europe,1761,10.974
Europe,1762,10.977
Europe,1763,10.981
Europe,1764,10.985
Europe,1765,10.988
Europe,1766,12.26
Europe,1780,15.055
Europe,1779,15.048
Europe,1778,15.044
Europe,1777,15.041
Europe,1776,15.037
Europe,1775,13.626
Europe,1815,42.883
Europe,1774,13.623
Europe,1772,13.615
Europe,1771,13.612
Europe,1770,12.274
Europe,1769,12.271
Europe,1768,12.267
Europe,1767,12.263
Europe,1773,13.619
Europe,1816,46.998
Europe,1750,9.351
Europe,1818,48.859
Europe,1853,186.945
Europe,1854,221.855
Europe,1855,221.81
Europe,1856,237.075
Europe,1857,238.618
Europe,1858,241.801
Europe,1859,254.973
Europe,1860,281.812
Europe,1861,300.478
Europe,1862,305.04
Europe,1863,321.23
Europe,1864,346.627
Europe,1865,371.214
Europe,1866,383.59
Europe,1852,180.676
Europe,1867,401.821
Europe,1869,425.356
Europe,1870,431.41
Europe,1871,459.742
Europe,1872,496.532
Europe,1873,522.498
Europe,1874,484.545
Europe,1875,534.636
Europe,1876,547.124
Europe,1877,545.931
Europe,1878,551.744
Europe,1879,569.566
Europe,1880,640.718
Europe,1881,657.749
Europe,1817,48.709
Europe,1868,406.192
Europe,1851,174.102
Europe,1882,680.173
Europe,1849,165.243
Europe,1850,177.03
Europe,1820,49.893
Europe,1821,50.604
Europe,1822,52.597
Europe,1823,55.645
Europe,1824,57.506
Europe,1825,59.617
Europe,1826,60.101
Europe,1827,64.464
Europe,1829,64.596
Europe,1830,87.029
Europe,1831,82.258
Europe,1832,82.083
Europe,1833,83.273
Europe,1834,85.1
Europe,1828,65.04
Europe,1836,100.042
Europe,1848,156.991
Europe,1835,86.126
Europe,1846,145.058
Europe,1845,144.003
Europe,1844,132.113
Europe,1843,125.085
Europe,1842,122.583
Europe,1847,157.299
Europe,1840,113.053
Europe,1819,49.182
Europe,1839,106.091
Europe,1838,103.01
Europe,1837,99.382
Europe,1841,116.402
Europe (excl. EU-27),1933,616.958
Europe (excl. EU-27),1932,600.135
Europe (excl. EU-27),1931,596.141
Europe (excl. EU-27),1930,598.902
Europe (excl. EU-27),1929,585.344
Europe (excl. EU-27),1927,571.468
Europe (excl. EU-27),1926,331.019
Europe (excl. EU-27),1925,515.433
Europe (excl. EU-27),1924,541.707
Europe (excl. EU-27),1923,512.624
Europe (excl. EU-27),1934,690.582
Europe (excl. EU-27),1928,552.37
Europe (excl. EU-27),1935,728.996
Europe (excl. EU-27),1950,1109.416
Europe (excl. EU-27),1937,819.258
Europe (excl. EU-27),1951,1204.599
Europe (excl. EU-27),1922,480.084
Europe (excl. EU-27),1949,1035.187
Europe (excl. EU-27),1948,963.757
Europe (excl. EU-27),1947,919.877
Europe (excl. EU-27),1946,811.73
Europe (excl. EU-27),1936,795.132
Europe (excl. EU-27),1945,742.939
Europe (excl. EU-27),1943,672.905
Europe (excl. EU-27),1942,677.224
Europe (excl. EU-27),1941,844.296
Europe (excl. EU-27),1940,910.704
Europe (excl. EU-27),1939,827.841
Europe (excl. EU-27),1938,816.333
Europe (excl. EU-27),1944,749.926
Europe (excl. EU-27),1921,359.236
Europe (excl. EU-27),1905,510.299
Europe (excl. EU-27),1919,497.059
Europe (excl. EU-27),1888,356.243
Europe (excl. EU-27),1952,1231.606
Europe (excl. EU-27),1889,370.118
Europe (excl. EU-27),1890,381.063
Europe (excl. EU-27),1891,391.831
Europe (excl. EU-27),1892,385.859
Europe (excl. EU-27),1893,353.145
Europe (excl. EU-27),1894,400.899
Europe (excl. EU-27),1895,409.539
Europe (excl. EU-27),1896,421.093
Europe (excl. EU-27),1897,437.357
Europe (excl. EU-27),1898,443.961
Europe (excl. EU-27),1899,480.511
Europe (excl. EU-27),1900,493.993
Europe (excl. EU-27),1901,485.957
Europe (excl. EU-27),1902,500.016
Europe (excl. EU-27),1903,502.462
Europe (excl. EU-27),1918,510.887
Europe (excl. EU-27),1917,595.629
Europe (excl. EU-27),1916,615.652
Europe (excl. EU-27),1915,593.364
Europe (excl. EU-27),1914,593.568
Europe (excl. EU-27),1913,621.886
Europe (excl. EU-27),1920,512.466
Europe (excl. EU-27),1912,568.734
Europe (excl. EU-27),1910,566.286
Europe (excl. EU-27),1909,564.364
Europe (excl. EU-27),1908,555.709
Europe (excl. EU-27),1907,565.821
Europe (excl. EU-27),1906,535.502
Europe (excl. EU-27),1904,511.694
Europe (excl. EU-27),1911,581.956
Europe (excl. EU-27),1953,1281.202
Europe (excl. EU-27),1986,4015.297
Europe (excl. EU-27),1955,1496.158
Europe (excl. EU-27),1992,3420.664
Europe (excl. EU-27),1993,3200.001
Europe (excl. EU-27),1994,2858.198
Europe (excl. EU-27),1995,2789.03
Europe (excl. EU-27),1996,2753.004
Europe (excl. EU-27),1997,2611.99
Europe (excl. EU-27),1998,2594.605
Europe (excl. EU-27),1999,2565.433
Europe (excl. EU-27),2000,2554.866
Europe (excl. EU-27),2001,2624.792
Europe (excl. EU-27),2002,2589.72
Europe (excl. EU-27),2003,2651.948
Europe (excl. EU-27),2004,2672.068
Europe (excl. EU-27),2005,2683.035
Europe (excl. EU-27),1991,3932.418
Europe (excl. EU-27),2006,2772.977
Europe (excl. EU-27),2008,2775.829
Europe (excl. EU-27),2009,2554.107
Europe (excl. EU-27),2010,2681.276
Europe (excl. EU-27),2011,2705.2
Europe (excl. EU-27),2012,2727.261
Europe (excl. EU-27),2013,2651.39
Europe (excl. EU-27),2014,2560.981
Europe (excl. EU-27),2015,2512.764
Europe (excl. EU-27),2016,2501.759
Europe (excl. EU-27),2017,2507.493
Europe (excl. EU-27),2018,2554.828
Europe (excl. EU-27),2019,2528.176
Europe (excl. EU-27),2020,2354.232
Europe (excl. EU-27),1887,342.429
Europe (excl. EU-27),2007,2763.372
Europe (excl. EU-27),1990,4171.84
Europe (excl. EU-27),1989,4006.242
Europe (excl. EU-27),1988,4077.348
Europe (excl. EU-27),1956,1584.552
Europe (excl. EU-27),1957,1673.852
Europe (excl. EU-27),1958,1728.264
Europe (excl. EU-27),1959,1780.411
Europe (excl. EU-27),1960,1873.15
Europe (excl. EU-27),1961,1918.637
Europe (excl. EU-27),1962,1991.163
Europe (excl. EU-27),1963,2106.523
Europe (excl. EU-27),1964,2205.708
Europe (excl. EU-27),1965,2315.794
Europe (excl. EU-27),1966,2406.369
Europe (excl. EU-27),1967,2459.124
Europe (excl. EU-27),1968,2531.695
Europe (excl. EU-27),1969,2633.637
Europe (excl. EU-27),1970,2776.798
Europe (excl. EU-27),1971,2911.485
Europe (excl. EU-27),1972,3010.79
Europe (excl. EU-27),1987,4001.669
Europe (excl. EU-27),1985,3988.695
Europe (excl. EU-27),1984,3720.019
Europe (excl. EU-27),1983,3703.816
Europe (excl. EU-27),1982,3654.008
Europe (excl. EU-27),1981,3621.712
Europe (excl. EU-27),1954,1363.806
Europe (excl. EU-27),1980,3689.36
Europe (excl. EU-27),1978,3578.822
Europe (excl. EU-27),1977,3476.324
Europe (excl. EU-27),1976,3381.113
Europe (excl. EU-27),1975,3281.614
Europe (excl. EU-27),1974,3168.659
Europe (excl. EU-27),1973,3130.673
Europe (excl. EU-27),1979,3649.074
Europe (excl. EU-27),1886,333.314
Europe (excl. EU-27),1750,9.351
Europe (excl. EU-27),1884,337.89
Europe (excl. EU-27),1785,16.865
Europe (excl. EU-27),1786,19.148
Europe (excl. EU-27),1787,19.155
Europe (excl. EU-27),1788,19.159
Europe (excl. EU-27),1789,19.166
Europe (excl. EU-27),1790,19.174
Europe (excl. EU-27),1791,21.416
Europe (excl. EU-27),1792,21.423
Europe (excl. EU-27),1793,21.431
Europe (excl. EU-27),1794,21.434
Europe (excl. EU-27),1795,21.442
Europe (excl. EU-27),1796,22.413
Europe (excl. EU-27),1797,23.541
Europe (excl. EU-27),1798,24.516
Europe (excl. EU-27),1784,16.858
Europe (excl. EU-27),1799,25.798
Europe (excl. EU-27),1801,26.711
Europe (excl. EU-27),1802,26.85
Europe (excl. EU-27),1803,30.191
Europe (excl. EU-27),1804,30.331
Europe (excl. EU-27),1805,31.463
Europe (excl. EU-27),1806,33.251
Europe (excl. EU-27),1807,33.258
Europe (excl. EU-27),1808,33.269
Europe (excl. EU-27),1809,33.28
Europe (excl. EU-27),1810,33.291
Europe (excl. EU-27),1811,35.563
Europe (excl. EU-27),1812,36.937
Europe (excl. EU-27),1813,37.376
Europe (excl. EU-27),1814,38.087
Europe (excl. EU-27),1800,26.634
Europe (excl. EU-27),1815,38.923
Europe (excl. EU-27),1783,16.854
Europe (excl. EU-27),1781,16.843
Europe (excl. EU-27),1751,9.351
Europe (excl. EU-27),1752,9.354
Europe (excl. EU-27),1753,9.354
Europe (excl. EU-27),1754,9.358
Europe (excl. EU-27),1755,9.362
Europe (excl. EU-27),1756,10.006
Europe (excl. EU-27),1757,10.01
Europe (excl. EU-27),1758,10.014
Europe (excl. EU-27),1759,10.017
Europe (excl. EU-27),1760,10.017
Europe (excl. EU-27),1761,10.974
Europe (excl. EU-27),1762,10.977
Europe (excl. EU-27),1763,10.981
Europe (excl. EU-27),1764,10.985
Europe (excl. EU-27),1782,16.847
Europe (excl. EU-27),1765,10.988
Europe (excl. EU-27),1767,12.263
Europe (excl. EU-27),1768,12.267
Europe (excl. EU-27),1885,335.77
Europe (excl. EU-27),1770,12.274
Europe (excl. EU-27),1771,13.612
Europe (excl. EU-27),1772,13.615
Europe (excl. EU-27),1773,13.619
Europe (excl. EU-27),1774,13.623
Europe (excl. EU-27),1775,13.626
Europe (excl. EU-27),1776,15.037
Europe (excl. EU-27),1777,15.041
Europe (excl. EU-27),1778,15.044
Europe (excl. EU-27),1779,15.048
Europe (excl. EU-27),1780,15.055
Europe (excl. EU-27),1766,12.26
Europe (excl. EU-27),1816,41.436
Europe (excl. EU-27),1769,12.271
Europe (excl. EU-27),1818,42.022
Europe (excl. EU-27),1854,139.536
Europe (excl. EU-27),1855,130.991
Europe (excl. EU-27),1856,140.679
Europe (excl. EU-27),1857,138.166
Europe (excl. EU-27),1858,135.938
Europe (excl. EU-27),1859,150.978
Europe (excl. EU-27),1860,169.163
Europe (excl. EU-27),1861,176.632
Europe (excl. EU-27),1862,170.969
Europe (excl. EU-27),1863,181.747
Europe (excl. EU-27),1864,195.736
Europe (excl. EU-27),1865,207.397
Europe (excl. EU-27),1866,215.279
Europe (excl. EU-27),1867,221.352
Europe (excl. EU-27),1853,115.764
Europe (excl. EU-27),1868,216.856
Europe (excl. EU-27),1870,233.31
Europe (excl. EU-27),1871,248.197
Europe (excl. EU-27),1872,261.476
Europe (excl. EU-27),1873,270.832
Europe (excl. EU-27),1875,279.767
Europe (excl. EU-27),1876,280.836
Europe (excl. EU-27),1877,286.107
Europe (excl. EU-27),1878,283.312
Europe (excl. EU-27),1879,285.387
Europe (excl. EU-27),1880,311.954
Europe (excl. EU-27),1881,327.713
Europe (excl. EU-27),1882,331.32
Europe (excl. EU-27),1883,346.204
Europe (excl. EU-27),1817,41.923
Europe (excl. EU-27),1869,228.032
Europe (excl. EU-27),1852,116.391
Europe (excl. EU-27),1874,264.364
Europe (excl. EU-27),1850,122.84
Europe (excl. EU-27),1819,42.338
Europe (excl. EU-27),1851,116.805
Europe (excl. EU-27),1820,42.528
Europe (excl. EU-27),1821,42.872
Europe (excl. EU-27),1822,44.521
Europe (excl. EU-27),1823,46.874
Europe (excl. EU-27),1825,49.592
Europe (excl. EU-27),1826,50.146
Europe (excl. EU-27),1827,52.23
Europe (excl. EU-27),1828,52.589
Europe (excl. EU-27),1829,53.348
Europe (excl. EU-27),1830,67.887
Europe (excl. EU-27),1831,65.787
Europe (excl. EU-27),1832,65.602
Europe (excl. EU-27),1833,65.51
Europe (excl. EU-27),1824,49.083
Europe (excl. EU-27),1835,65.278
Europe (excl. EU-27),1848,109.418
Europe (excl. EU-27),1849,116.112
Europe (excl. EU-27),1834,65.538
Europe (excl. EU-27),1847,103.651
Europe (excl. EU-27),1846,95.792
Europe (excl. EU-27),1844,93.538
Europe (excl. EU-27),1843,89.156
Europe (excl. EU-27),1845,100.086
Europe (excl. EU-27),1841,81.898
Europe (excl. EU-27),1840,81.004
Europe (excl. EU-27),1839,77.82
Europe (excl. EU-27),1838,75.863
Europe (excl. EU-27),1837,73.797
Europe (excl. EU-27),1836,76.464
Europe (excl. EU-27),1842,85.444
Europe (excl. EU-28),1953,740.991
Europe (excl. EU-28),1959,1233.805
Europe (excl. EU-28),1952,702.9
Europe (excl. EU-28),1954,810.797
Europe (excl. EU-28),1955,919.207
Europe (excl. EU-28),1956,1010.228
Europe (excl. EU-28),1957,1103.138
Europe (excl. EU-28),1958,1171.948
Europe (excl. EU-28),1960,1289.13
Europe (excl. EU-28),1967,1867.067
Europe (excl. EU-28),1962,1398.231
Europe (excl. EU-28),1963,1503.138
Europe (excl. EU-28),1964,1597.842
Europe (excl. EU-28),1965,1693.682
Europe (excl. EU-28),1966,1788.294
Europe (excl. EU-28),1968,1925.207
Europe (excl. EU-28),1969,2005.254
Europe (excl. EU-28),1970,2124.221
Europe (excl. EU-28),1951,659.346
Europe (excl. EU-28),1971,2251.097
Europe (excl. EU-28),1961,1330.022
Europe (excl. EU-28),1950,608.624
Europe (excl. EU-28),1934,267.378
Europe (excl. EU-28),1948,488.193
Europe (excl. EU-28),1972,2362.764
Europe (excl. EU-28),1927,104.733
Europe (excl. EU-28),1928,114.73
Europe (excl. EU-28),1929,124.67
Europe (excl. EU-28),1930,157.828
Europe (excl. EU-28),1931,183.928
Europe (excl. EU-28),1932,204.236
Europe (excl. EU-28),1933,224.803
Europe (excl. EU-28),1935,299.889
Europe (excl. EU-28),1936,341.336
Europe (excl. EU-28),1937,351.127
Europe (excl. EU-28),1938,367.393
Europe (excl. EU-28),1939,375.385
Europe (excl. EU-28),1940,435.56
Europe (excl. EU-28),1941,374.644
Europe (excl. EU-28),1942,208.324
Europe (excl. EU-28),1943,218.084
Europe (excl. EU-28),1944,307.901
Europe (excl. EU-28),1945,325.314
Europe (excl. EU-28),1946,375.602
Europe (excl. EU-28),1947,458.608
Europe (excl. EU-28),1949,550.078
Europe (excl. EU-28),1973,2471.096
Europe (excl. EU-28),2006,2205.405
Europe (excl. EU-28),1975,2678.367
Europe (excl. EU-28),2001,2048.479
Europe (excl. EU-28),2002,2029.654
Europe (excl. EU-28),2003,2080.476
Europe (excl. EU-28),2004,2099.164
Europe (excl. EU-28),2005,2113.073
Europe (excl. EU-28),2007,2204.135
Europe (excl. EU-28),2008,2231.331
Europe (excl. EU-28),2009,2060.213
Europe (excl. EU-28),2010,2169.645
Europe (excl. EU-28),2000,1987.281
Europe (excl. EU-28),2011,2235.747
Europe (excl. EU-28),2013,2174.002
Europe (excl. EU-28),2014,2122.44
Europe (excl. EU-28),2015,2090.424
Europe (excl. EU-28),2016,2102.422
Europe (excl. EU-28),2017,2119.928
Europe (excl. EU-28),2018,2172.939
Europe (excl. EU-28),2019,2159.167
Europe (excl. EU-28),2020,2024.653
Europe (excl. EU-28),1926,84.648
Europe (excl. EU-28),2012,2239.745
Europe (excl. EU-28),1999,2004.325
Europe (excl. EU-28),1998,2027.005
Europe (excl. EU-28),1997,2049.657
Europe (excl. EU-28),1976,2782.587
Europe (excl. EU-28),1977,2871.962
Europe (excl. EU-28),1978,2974.108
Europe (excl. EU-28),1979,3004.562
Europe (excl. EU-28),1980,3110.325
Europe (excl. EU-28),1981,3061.158
Europe (excl. EU-28),1982,3105.768
Europe (excl. EU-28),1983,3158.33
Europe (excl. EU-28),1984,3190.911
Europe (excl. EU-28),1985,3429.068
Europe (excl. EU-28),1986,3446.743
Europe (excl. EU-28),1987,3430.001
Europe (excl. EU-28),1988,3507.055
Europe (excl. EU-28),1989,3424.666
Europe (excl. EU-28),1990,3571.496
Europe (excl. EU-28),1991,3323.987
Europe (excl. EU-28),1992,2827.78
Europe (excl. EU-28),1993,2621.366
Europe (excl. EU-28),1994,2283.557
Europe (excl. EU-28),1995,2222.462
Europe (excl. EU-28),1996,2164.817
Europe (excl. EU-28),1974,2551.475
Europe (excl. EU-28),1925,65.776
Europe (excl. EU-28),1843,0.062
Europe (excl. EU-28),1923,57.731
Europe (excl. EU-28),1854,0.234
Europe (excl. EU-28),1855,0.549
Europe (excl. EU-28),1856,0.304
Europe (excl. EU-28),1857,0.304
Europe (excl. EU-28),1858,0.825
Europe (excl. EU-28),1859,0.967
Europe (excl. EU-28),1860,1.213
Europe (excl. EU-28),1861,1.585
Europe (excl. EU-28),1862,1.498
Europe (excl. EU-28),1853,0.165
Europe (excl. EU-28),1863,1.522
Europe (excl. EU-28),1865,1.909
Europe (excl. EU-28),1866,3.548
Europe (excl. EU-28),1867,3.977
Europe (excl. EU-28),1868,3.636
Europe (excl. EU-28),1869,4.326
Europe (excl. EU-28),1870,4.815
Europe (excl. EU-28),1871,6.16
Europe (excl. EU-28),1872,6.487
Europe (excl. EU-28),1873,6.174
Europe (excl. EU-28),1864,1.826
Europe (excl. EU-28),1874,7.177
Europe (excl. EU-28),1852,0.15
Europe (excl. EU-28),1850,0.236
Europe (excl. EU-28),1829,0.011
Europe (excl. EU-28),1830,0.023
Europe (excl. EU-28),1831,0.022
Europe (excl. EU-28),1832,0.012
Europe (excl. EU-28),1833,0.016
Europe (excl. EU-28),1834,0.0155
Europe (excl. EU-28),1835,0.015
Europe (excl. EU-28),1837,0.026
Europe (excl. EU-28),1838,0.051
Europe (excl. EU-28),1851,0.15
Europe (excl. EU-28),1839,0.04
Europe (excl. EU-28),1841,0.059
Europe (excl. EU-28),1842,0.073
Europe (excl. EU-28),1924,65.724
Europe (excl. EU-28),1844,0.066
Europe (excl. EU-28),1845,0.099
Europe (excl. EU-28),1846,0.099
Europe (excl. EU-28),1847,0.103
Europe (excl. EU-28),1848,0.132
Europe (excl. EU-28),1849,0.106
Europe (excl. EU-28),1840,0.044
Europe (excl. EU-28),1875,8.279
Europe (excl. EU-28),1836,0.018
Europe (excl. EU-28),1877,10.208
Europe (excl. EU-28),1903,72.477
Europe (excl. EU-28),1904,79.701
Europe (excl. EU-28),1905,72.627
Europe (excl. EU-28),1906,82.152
Europe (excl. EU-28),1907,92.253
Europe (excl. EU-28),1908,93.744
Europe (excl. EU-28),1909,98.278
Europe (excl. EU-28),1910,96.554
Europe (excl. EU-28),1911,100.605
Europe (excl. EU-28),1902,73.376
Europe (excl. EU-28),1912,112.848
Europe (excl. EU-28),1914,110.385
Europe (excl. EU-28),1915,103.882
Europe (excl. EU-28),1916,108.58
Europe (excl. EU-28),1917,94.46
Europe (excl. EU-28),1919,40.928
Europe (excl. EU-28),1920,41.715
Europe (excl. EU-28),1921,39.431
Europe (excl. EU-28),1922,51.861
Europe (excl. EU-28),1876,9.818
Europe (excl. EU-28),1913,123.563
Europe (excl. EU-28),1901,75.255
Europe (excl. EU-28),1918,44.038
Europe (excl. EU-28),1899,65.959
Europe (excl. EU-28),1900,74.253
Europe (excl. EU-28),1879,12.742
Europe (excl. EU-28),1880,14.829
Europe (excl. EU-28),1878,12.337
Europe (excl. EU-28),1882,16.355
Europe (excl. EU-28),1883,18.474
Europe (excl. EU-28),1884,18.792
Europe (excl. EU-28),1885,20.48
Europe (excl. EU-28),1886,20.885
Europe (excl. EU-28),1887,21.987
Europe (excl. EU-28),1881,15.401
Europe (excl. EU-28),1889,25.094
Europe (excl. EU-28),1888,23.076
Europe (excl. EU-28),1897,51.388
Europe (excl. EU-28),1895,43.989
Europe (excl. EU-28),1894,38.797
Europe (excl. EU-28),1896,45.111
Europe (excl. EU-28),1892,32.851
Europe (excl. EU-28),1891,31.359
Europe (excl. EU-28),1890,28.04
Europe (excl. EU-28),1893,36.934
Europe (excl. EU-28),1898,57.083
Finland,1964,22.828
Finland,1963,19.336
Finland,1970,40.355
Finland,1965,25.3
Finland,1966,29.489
Finland,1967,28.588
Finland,1968,33.281
Finland,1969,37.897
Finland,1974,46.608
Finland,1972,44.106
Finland,1973,49.32
Finland,1975,46.026
Finland,1976,51.198
Finland,1977,50.137
Finland,1978,51.825
Finland,1979,54.237
Finland,1971,40.537
Finland,1962,16.79
Finland,1951,7.977
Finland,1960,15.087
Finland,1942,2.81
Finland,1980,58.139
Finland,1943,3.945
Finland,1944,2.725
Finland,1945,0.64
Finland,1946,3.282
Finland,1948,8.458
Finland,1949,4.933
Finland,1950,6.545
